bucket,brand_existing,model_existing,first_year_existing,source_existing,brand_catalog,model_catalog,model_id_catalog,first_year_catalog,year_basis,confidence,sources_catalog,note,reviewer_decision
CATALOG_ONLY,,,,,Lamar,Tahoe,lamar--tahoe,2000,introduced,likely,https://snowboarder.com/transworld-snowboarding-archive/snowboarding-photos/9900-product-preview-j-l,,
CATALOG_ONLY,,,,,Lamar,Team,lamar--team,1993,introduced,likely,https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Lib Tech,Acme,lib-tech--acme,1998,earliest_sourced,verified,https://web.archive.org/web/19980218102632/http://gnu.com/libboards.html,,
CATALOG_ONLY,,,,,Lib Tech,Apex Orca,lib-tech--apex-orca,2023,introduced,verified,https://www.lib-tech.com/about-lib-tech/history | https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Attack Banana,lib-tech--attack-banana,2012,earliest_sourced,likely,https://www.snowdb.com/catalog/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Banana Blaster,lib-tech--banana-blaster,2027,earliest_sourced,verified,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Banana Hammock,lib-tech--banana-hammock,2008,earliest_sourced,verified,https://snowboarder.com/transworld-snowboarding-archive/snowboarding-photos/what-the-pros-are-rockin-travis-rice | https://www.snowdb.com/catalog/lib-technologies | https://web.archive.org/web/200710/http://www.lib-tech.com/ | https://web.archive.org/web/200812/http://www.lib-tech.com/,,
CATALOG_ONLY,,,,,Lib Tech,Banana Magic,lib-tech--banana-magic,2010,earliest_sourced,likely,https://www.snowdb.com/catalog/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Birdman,lib-tech--birdman,2012,earliest_sourced,likely,https://www.snowdb.com/catalog/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Box Scratcher,lib-tech--box-scratcher,2008,earliest_sourced,verified,https://www.snowdb.com/catalog/lib-technologies | https://web.archive.org/web/200710/http://www.lib-tech.com/ | https://web.archive.org/web/200812/http://www.lib-tech.com/,,
CATALOG_ONLY,,,,,Lib Tech,Buddha,lib-tech--buddha,1996,introduced,likely,https://retrosnow.com/product-category/lib-tech/,,
CATALOG_ONLY,,,,,Lib Tech,Cold Brew,lib-tech--cold-brew,2025,earliest_sourced,verified,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Cortado,lib-tech--cortado,2027,earliest_sourced,likely,https://www.evo.com/shop/snowboard/snowboards/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Cygnus X1,lib-tech--cygnus-x1,2007,earliest_sourced,verified,https://www.snowdb.com/catalog/lib-technologies | https://web.archive.org/web/200611/http://www.lib-tech.com/ | https://web.archive.org/web/200812/http://www.lib-tech.com/,,
CATALOG_ONLY,,,,,Lib Tech,Dark Series,lib-tech--dark-series,2004,earliest_sourced,verified,https://www.snowdb.com/catalog/lib-technologies | https://web.archive.org/web/200308/http://www.lib-tech.com/ | https://web.archive.org/web/200812/http://www.lib-tech.com/,,
CATALOG_ONLY,,,,,Lib Tech,Dave Lee,lib-tech--dave-lee,1998,earliest_sourced,verified,https://web.archive.org/web/19980218102632/http://gnu.com/libboards.html,,
CATALOG_ONLY,,,,,Lib Tech,DIY,lib-tech--diy,2008,earliest_sourced,verified,https://www.snowdb.com/catalog/lib-technologies | https://web.archive.org/web/200710/http://www.lib-tech.com/ | https://web.archive.org/web/200804/http://www.lib-tech.com/,,
CATALOG_ONLY,,,,,Lib Tech,Doughboy,lib-tech--doughboy,1998,earliest_sourced,verified,https://www.lib-tech.com/doughboy | https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies | https://web.archive.org/web/200104/http://www.lib-tech.com/ | https://web.archive.org/web/200107/http://www.lib-tech.com/ | https://web.archive.org/web/19980218102632/http://gnu.com/libboards.html,,
CATALOG_ONLY,,,,,Lib Tech,dPr,lib-tech--dpr,2025,earliest_sourced,verified,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies | https://thegoodride.com/snowboard-reviews/,,
CATALOG_ONLY,,,,,Lib Tech,Dynamiss,lib-tech--dynamiss,2027,earliest_sourced,likely,https://www.evo.com/shop/snowboard/snowboards/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Dynamo,lib-tech--dynamo,2026,earliest_sourced,verified,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,EJack Knife,lib-tech--ejack-knife,2026,earliest_sourced,verified,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Emma Peel,lib-tech--emma-peel,1992,earliest_sourced,verified,https://www.michigansnowboardmuseum.com/the-neon-era--other-80s-decks.html | https://retrosnow.com/product-category/lib-tech/ | https://web.archive.org/web/200308/http://www.lib-tech.com/ | https://web.archive.org/web/200311/http://www.lib-tech.com/ | https://web.archive.org/web/19980218102632/http://gnu.com/libboards.html | https://web.archive.org/web/19991011030105/http://www.gnu.com/libboards.html,,
CATALOG_ONLY,,,,,Lib Tech,Emmagator,lib-tech--emmagator,1998,earliest_sourced,verified,https://web.archive.org/web/19980218102632/http://gnu.com/libboards.html,,
CATALOG_ONLY,,,,,Lib Tech,Escalator Split,lib-tech--escalator-split,2027,earliest_sourced,likely,https://www.lib-tech.com/snowboards,,
CATALOG_ONLY,,,,,Lib Tech,Glider,lib-tech--glider,2027,earliest_sourced,likely,https://www.evo.com/shop/snowboard/snowboards/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Golden Orca,lib-tech--golden-orca,,unknown,verified,https://www.lib-tech.com/about-lib-tech/history | https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Grocer Shalom,lib-tech--grocer-shalom,1995,earliest_sourced,verified,https://retrosnow.com/product-category/lib-tech/ | https://web.archive.org/web/200104/http://www.lib-tech.com/ | https://web.archive.org/web/200107/http://www.lib-tech.com/ | https://web.archive.org/web/19980218102632/http://gnu.com/libboards.html,,
CATALOG_ONLY,,,,,Lib Tech,Jamie Lynn,lib-tech--jamie-lynn,1994,earliest_sourced,verified,https://retrosnow.com/product-category/lib-tech/ | https://www.lib-tech.com/about-lib-tech/history | https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies | https://www.snowboard.international/news/30-years-of-jamie-lynn-x-lib-tech/ | https://web.archive.org/web/200109/http://www.lib-tech.com/ | https://web.archive.org/web/200204/http://www.lib-tech.com/ | https://web.archive.org/web/19980218102632/http://gnu.com/libboards.html,,
CATALOG_ONLY,,,,,Lib Tech,Joey,lib-tech--joey,2002,earliest_sourced,likely,https://web.archive.org/web/200110/http://www.lib-tech.com/ | https://web.archive.org/web/200112/http://www.lib-tech.com/,,
CATALOG_ONLY,,,,,Lib Tech,La Nina MC,lib-tech--la-nina-mc,2012,earliest_sourced,likely,https://www.snowdb.com/catalog/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Lando,lib-tech--lando,2009,earliest_sourced,likely,https://web.archive.org/web/200808/http://www.lib-tech.com/ | https://web.archive.org/web/200812/http://www.lib-tech.com/,,
CATALOG_ONLY,,,,,Lib Tech,Legitimizer,lib-tech--legitimizer,2027,earliest_sourced,verified,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Lib Rig,lib-tech--lib-rig,2027,earliest_sourced,verified,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Lib Ripper,lib-tech--lib-ripper,2011,earliest_sourced,likely,https://www.snowdb.com/catalog/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Litigator,lib-tech--litigator,1992,earliest_sourced,verified,https://retrosnow.com/product-category/lib-tech/ | https://web.archive.org/web/200311/http://www.lib-tech.com/ | https://web.archive.org/web/19980218102632/http://gnu.com/libboards.html,,
CATALOG_ONLY,,,,,Lib Tech,Matt Cummins,lib-tech--matt-cummins,1992,earliest_sourced,verified,https://retrosnow.com/product-category/lib-tech/ | https://www.lib-tech.com/about-lib-tech/history | https://web.archive.org/web/200112/http://www.lib-tech.com/ | https://web.archive.org/web/200812/http://www.lib-tech.com/ | https://web.archive.org/web/19980218102632/http://gnu.com/libboards.html,,
CATALOG_ONLY,,,,,Lib Tech,Mayhem Ripper,lib-tech--mayhem-ripper,2027,earliest_sourced,verified,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Mayhem Rocket,lib-tech--mayhem-rocket,2026,earliest_sourced,verified,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Mayhem Sweetfish,lib-tech--mayhem-sweetfish,2027,earliest_sourced,verified,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,MC Kink,lib-tech--mc-kink,2008,earliest_sourced,likely,https://www.snowdb.com/catalog/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Off Ramp,lib-tech--off-ramp,2027,earliest_sourced,verified,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Orca II,lib-tech--orca-ii,2027,earliest_sourced,verified,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies | https://www.lib-tech.com/about-lib-tech/history,,
CATALOG_ONLY,,,,,Lib Tech,Pacifier,lib-tech--pacifier,2004,earliest_sourced,likely,https://web.archive.org/web/200311/http://www.lib-tech.com/,,
CATALOG_ONLY,,,,,Lib Tech,Phoenix,lib-tech--phoenix,2004,earliest_sourced,verified,https://www.snowdb.com/catalog/lib-technologies | https://snowboarder.com/transworld-snowboarding-archive/snowboarding-photos/what-the-pros-are-rockin-mark-landvik | https://web.archive.org/web/200308/http://www.lib-tech.com/ | https://web.archive.org/web/200812/http://www.lib-tech.com/,,
CATALOG_ONLY,,,,,Lib Tech,Phoenix Mark Landvik,lib-tech--phoenix-mark-landvik,2009,earliest_sourced,likely,https://www.snowdb.com/catalog/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Rice Rocket,lib-tech--rice-rocket,1998,earliest_sourced,verified,https://web.archive.org/web/200403/http://www.lib-tech.com/ | https://web.archive.org/web/19980218102632/http://gnu.com/libboards.html,,
CATALOG_ONLY,,,,,Lib Tech,Scotty Wittlake,lib-tech--scotty-wittlake,2004,earliest_sourced,likely,https://web.archive.org/web/200308/http://www.lib-tech.com/ | https://web.archive.org/web/200703/http://www.lib-tech.com/,,
CATALOG_ONLY,,,,,Lib Tech,Skunk Ape,lib-tech--skunk-ape,2008,earliest_sourced,verified,https://www.snowdb.com/catalog/lib-technologies | https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies | https://web.archive.org/web/200710/http://www.lib-tech.com/ | https://web.archive.org/web/200812/http://www.lib-tech.com/,,
CATALOG_ONLY,,,,,Lib Tech,Snow Mullet,lib-tech--snow-mullet,2007,earliest_sourced,verified,https://www.snowdb.com/catalog/lib-technologies | https://web.archive.org/web/200611/http://www.lib-tech.com/ | https://web.archive.org/web/200812/http://www.lib-tech.com/,,
CATALOG_ONLY,,,,,Lib Tech,T.Rice Pro,lib-tech--t-rice-pro,2005,earliest_sourced,verified,https://www.lib-tech.com/about-lib-tech/history | https://snowboarder.com/transworld-snowboarding-archive/snowboarding-photos/what-the-pros-are-rockin-travis-rice | https://www.snowdb.com/catalog/lib-technologies | https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies | https://web.archive.org/web/200511/http://www.lib-tech.com/ | https://web.archive.org/web/200812/http://www.lib-tech.com/,,
CATALOG_ONLY,,,,,Lib Tech,Terrain Wrecker,lib-tech--terrain-wrecker,2026,earliest_sourced,verified,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Travis Rice Horsepower,lib-tech--travis-rice-horsepower,2011,earliest_sourced,likely,https://www.snowdb.com/catalog/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Travis Rice Pro Split,lib-tech--travis-rice-pro-split,2012,earliest_sourced,likely,https://www.snowdb.com/catalog/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Two Time,lib-tech--two-time,2027,earliest_sourced,likely,https://www.evo.com/shop/snowboard/snowboards/lib-technologies,,
CATALOG_ONLY,,,,,Lib Tech,Way Finder,lib-tech--way-finder,2024,introduced,verified,https://www.lib-tech.com/about-lib-tech/history,,
CATALOG_ONLY,,,,,Lib Tech,Youth In Asia,lib-tech--youth-in-asia,2007,earliest_sourced,verified,https://www.snowdb.com/catalog/lib-technologies | https://web.archive.org/web/200611/http://www.lib-tech.com/ | https://web.archive.org/web/200806/http://www.lib-tech.com/,,
CATALOG_ONLY,,,,,Lobster,Cream,lobster--cream,2022,introduced,likely,https://whitelines.com/brands/lobster,,
CATALOG_ONLY,,,,,Lobster,Eiki Pro,lobster--eiki-pro,2021,introduced,verified,https://whitelines.com/snowboard-gear/reviews/snowboards/lobster-eiki-pro-2020-2021.html | https://whitelines.com/brands/lobster,,
CATALOG_ONLY,,,,,Lobster,Freestyle,lobster--freestyle,2015,introduced,likely,https://thegoodride.com/snowboard-reviews/lobster-freestyle-snowboard-review-and-buying-advice/,,
CATALOG_ONLY,,,,,Lobster,Halldor Pro,lobster--halldor-pro,2019,introduced,verified,https://whitelines.com/snowboard-gear/reviews/snowboards/lobster-halldor-pro-2018-2019.html | https://thegoodride.com/snowboard-reviews/lobster-halldor-pro-2020-snowboard-review/,,
CATALOG_ONLY,,,,,Lobster,Sender,lobster--sender,2022,introduced,likely,https://whitelines.com/brands/lobster,,
CATALOG_ONLY,,,,,Lobster,Shifter,lobster--shifter,2022,introduced,verified,https://whitelines.com/snowboard-gear/reviews/snowboards/lobster-shifter-2021-2022.html | https://whitelines.com/brands/lobster,,
CATALOG_ONLY,,,,,Lobster,Stomper,lobster--stomper,2020,introduced,verified,https://whitelines.com/snowboard-gear/reviews/snowboards/lobster-stomper-2019-2020.html | https://whitelines.com/brands/lobster,,
CATALOG_ONLY,,,,,Look,Bumpstick,look--bumpstick,1991,introduced,verified,https://archive.org/details/ISM-87-91 | https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Look,Grinder,look--grinder,1991,introduced,likely,https://archive.org/details/ISM-87-91,,
CATALOG_ONLY,,,,,Look,Lamar Freestyle,look--lamar-freestyle,1988,introduced,verified,https://www.michigansnowboardmuseum.com/the-neon-era--other-80s-decks.html | https://retrosnow.com/shop/look/88-look/look-lamar-freestyle-170/ | https://archive.org/details/ISM-87-91 | https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Look,Overspeed,look--overspeed,1991,introduced,verified,https://archive.org/details/ISM-87-91 | https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Look,Trick Stick,look--trick-stick,1988,introduced,verified,https://www.michigansnowboardmuseum.com/the-neon-era--other-80s-decks.html | https://retrosnow.com/shop/look/libtech-91-look/look-trick-stick-142/ | https://archive.org/details/ISM-87-91 | https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Mistral,Aztec,mistral--aztec,1990,introduced,likely,https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Mistral,Cherokee,mistral--cherokee,1990,introduced,verified,https://archive.org/details/tws-89-93 | https://archive.org/details/ISM-87-91,,
CATALOG_ONLY,,,,,Mistral,Ecstasy,mistral--ecstasy,1991,introduced,verified,https://archive.org/details/ISM-87-91 | https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Mistral,Emotion,mistral--emotion,1991,introduced,likely,https://archive.org/details/ISM-87-91,,
CATALOG_ONLY,,,,,Mistral,Energy,mistral--energy,1991,introduced,verified,https://archive.org/details/ISM-87-91 | https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Mistral,Escape,mistral--escape,1991,introduced,verified,https://archive.org/details/ISM-87-91 | https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Mistral,George Pappas Freestyle,mistral--george-pappas-freestyle,1991,introduced,likely,https://retrosnow.com/shop/mistral/91-mistral/mistral-freestyle-george-pappas/,,
CATALOG_ONLY,,,,,Mistral,Inca,mistral--inca,1990,introduced,likely,https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Mistral,Swallowtail,mistral--swallowtail,1987,introduced,likely,https://www.michigansnowboardmuseum.com/the-neon-era--other-80s-decks.html,,
CATALOG_ONLY,,,,,Mistral,Yucatan,mistral--yucatan,1990,introduced,likely,https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Morrow,3D Revert,morrow--3d-revert,1998,earliest_sourced,likely,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/3Drevert/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,All,morrow--all,1991,introduced,likely,https://archive.org/details/ISM-87-91,,
CATALOG_ONLY,,,,,Morrow,Axiom,morrow--axiom,2003,earliest_sourced,likely,https://web.archive.org/web/200304/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200408/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Axipro,morrow--axipro,1993,introduced,likely,https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Morrow,Blaze,morrow--blaze,1990,earliest_sourced,verified,https://www.michigansnowboardmuseum.com/the-neon-era--other-80s-decks.html | https://archive.org/details/ISM-87-91 | https://retrosnow.com/shop/morrow/libtech-91-morrow/morrow-blaze/ | https://archive.org/details/tws-89-93 | https://www.snowboarder.com/news/snowboard-lifes-top-25-board-test-2000 | https://www.snowboarder.com/news/board-test-board-specs | https://web.archive.org/web/200304/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200603/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Bolt,morrow--bolt,1991,introduced,likely,https://archive.org/details/ISM-87-91,,
CATALOG_ONLY,,,,,Morrow,Challenger,morrow--challenger,2009,earliest_sourced,likely,https://web.archive.org/web/200810/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Clutch,morrow--clutch,2006,earliest_sourced,likely,https://web.archive.org/web/200603/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Dime,morrow--dime,2000,earliest_sourced,likely,https://web.archive.org/web/200002/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Dimension,morrow--dimension,2000,earliest_sourced,verified,https://www.snowboarder.com/news/snowboard-lifes-top-25-board-test-2000 | https://www.snowboarder.com/news/board-test-board-specs | https://web.archive.org/web/200810/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Dream,morrow--dream,2009,earliest_sourced,likely,https://web.archive.org/web/200810/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Escape,morrow--escape,1998,earliest_sourced,likely,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/escape/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Free Pro,morrow--free-pro,1992,introduced,verified,https://archive.org/details/tws-89-93 | https://retrosnow.com/shop/morrow/93-morrow/morrow-free-pro-60/,,
CATALOG_ONLY,,,,,Morrow,Freestyle,morrow--freestyle,1991,introduced,likely,https://archive.org/details/ISM-87-91,,
CATALOG_ONLY,,,,,Morrow,Fury,morrow--fury,2004,earliest_sourced,likely,https://web.archive.org/web/200310/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Generation,morrow--generation,2005,earliest_sourced,likely,https://web.archive.org/web/200412/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Goodwill,morrow--goodwill,1998,earliest_sourced,likely,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/goodwill/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Hemisphere,morrow--hemisphere,2006,earliest_sourced,likely,https://web.archive.org/web/200603/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Indy,morrow--indy,1998,earliest_sourced,likely,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/indy/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Invasion,morrow--invasion,2009,earliest_sourced,likely,https://web.archive.org/web/200810/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Kick,morrow--kick,2009,earliest_sourced,likely,https://web.archive.org/web/200810/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Lith,morrow--lith,2000,earliest_sourced,likely,https://web.archive.org/web/199911/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200003/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Lithium,morrow--lithium,2006,earliest_sourced,likely,https://web.archive.org/web/200603/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Longboard,morrow--longboard,1994,introduced,likely,https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Morrow,Lotus,morrow--lotus,2006,earliest_sourced,likely,https://web.archive.org/web/200603/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Mantra,morrow--mantra,2005,earliest_sourced,likely,https://web.archive.org/web/200412/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Masters,morrow--masters,1998,earliest_sourced,verified,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/masters/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200003/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Mini Wildflower,morrow--mini-wildflower,2006,earliest_sourced,likely,https://web.archive.org/web/200603/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Multi Pro,morrow--multi-pro,1992,introduced,likely,https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Morrow,Peak,morrow--peak,2006,earliest_sourced,likely,https://web.archive.org/web/200603/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Plus,morrow--plus,1998,earliest_sourced,likely,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/plus/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Rad,morrow--rad,2000,earliest_sourced,likely,https://web.archive.org/web/200003/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Radium,morrow--radium,2003,earliest_sourced,likely,https://web.archive.org/web/200304/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Rail,morrow--rail,1998,earliest_sourced,likely,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/rail/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Revert,morrow--revert,1997,earliest_sourced,verified,https://snowboarder.com/featured/1997-preview-of-womens-snowboard-equipment | https://web.archive.org/web/200810/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Revert X,morrow--revert-x,1998,earliest_sourced,likely,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/revertx/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Rocket,morrow--rocket,2000,introduced,likely,https://www.snowboarder.com/news/board-test-board-specs,,
CATALOG_ONLY,,,,,Morrow,RV,morrow--rv,2006,earliest_sourced,likely,https://web.archive.org/web/200603/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Siphon,morrow--siphon,2006,earliest_sourced,likely,https://web.archive.org/web/200603/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Sky,morrow--sky,1998,earliest_sourced,likely,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/sky/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Slick,morrow--slick,1998,earliest_sourced,likely,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/slick/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Slider,morrow--slider,2009,earliest_sourced,likely,https://web.archive.org/web/200809/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Source,morrow--source,2004,earliest_sourced,likely,https://web.archive.org/web/200310/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Spoon,morrow--spoon,1992,earliest_sourced,verified,https://retrosnow.com/shop/morrow/92-morrow/morrow-spoon-5-6/ | https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/spoon/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Stacey,morrow--stacey,2000,earliest_sourced,likely,https://web.archive.org/web/200003/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Todd Richards,morrow--todd-richards,1995,introduced,likely,https://retrosnow.com/shop/morrow/95/morrow-todd-richards-151/,,
CATALOG_ONLY,,,,,Morrow,TR,morrow--tr,1998,earliest_sourced,likely,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/tr/ | https://web.archive.org/web/200003/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Tray,morrow--tray,2009,earliest_sourced,likely,https://web.archive.org/web/200810/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/,,
CATALOG_ONLY,,,,,Morrow,Tremor,morrow--tremor,1991,introduced,likely,https://archive.org/details/ISM-87-91,,
