edition_id,series_id,year,edition_label,start_date,end_date,venue,city,country,disciplines,status,status_note,notes,sources,confidence,source_file
national-snurfing-championships--1975,national-snurfing-championships,1975,1975 National Snurfing Championships,,,"Blockhouse Hill, Muskegon State Park",Muskegon,USA,other,cancelled,Cancelled for lack of snow (Michigan Snowboard Museum timeline).,,https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html,likely,legacy-80s-90s
national-snurfing-championships--1976,national-snurfing-championships,1976,1976 National Snurfing Championships,,,"Blockhouse Hill, Muskegon State Park",Muskegon,USA,other,held,,Schlitz beer logo added to the competition bibs this year.,https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html,likely,legacy-80s-90s
national-snurfing-championships--1977,national-snurfing-championships,1977,1977 National Snurfing Championships,,,"Blockhouse Hill, Muskegon State Park",Muskegon,USA,other,held,,,https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html,likely,legacy-80s-90s
national-snurfing-championships--1978,national-snurfing-championships,1978,1978 National Snurfing Championships,,,"Blockhouse Hill, Muskegon State Park",Muskegon,USA,other,held,,"JEM Corp became an official sponsor and put up $1,000 in cash prizes; first place paid $400. Described by the museum as possibly the first paid snowboard/snurf event.",https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html,likely,legacy-80s-90s
national-snurfing-championships--1979,national-snurfing-championships,1979,1979 National Snurfing Championships,,,"Blockhouse Hill, Muskegon State Park",Muskegon,USA,other,held,,Michigan Snowboard Museum gives Blockhouse Hill as the venue and calls 1979 the final year there. Wikipedia's snowboarding article places the 1979 National Snurfing Championship at Muskegon State Park; other secondary accounts place a 1979 'World Snurfing Championship' at Pando near Grand Rapids. Jake Burton Carpenter entered with his own bindinged board and a separate open/modified division was created for him.,https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html | https://en.wikipedia.org/wiki/Snowboarding,likely,legacy-80s-90s
national-snurfing-championships--1980,national-snurfing-championships,1980,1980 National Snurfing Championships,,,Pando Ski Hill,Rockford,USA,downhill | slalom,held,,Series moved from Blockhouse Hill to Pando. 600-foot run; a slalom event was added alongside the downhill.,https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html,likely,legacy-80s-90s
national-snurfing-championships--1981,national-snurfing-championships,1981,1981 National Snurfing Championships,,,,,USA,downhill | slalom,held,,Michigan Snowboard Museum names the 1981 winners but does not name the venue.,https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html,likely,legacy-80s-90s
national-snurfing-championships--1983,national-snurfing-championships,1983,1983 National Snurfing Championships,,,,,USA,other,cancelled,Cancelled for lack of snow (Michigan Snowboard Museum timeline).,,https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html,likely,legacy-80s-90s
national-snurfing-championships--1984,national-snurfing-championships,1984,1984 National Snurfing Championships,,,Pando Ski Area,Rockford,USA,other,held,,Museum timeline says the national snurfing championships ended after this period as snowboard technology outran the Snurfer; no edition is recorded for 1985.,https://www.michigansnowboardmuseum.com/michigan-snowboarding-history-timeline.html,likely,legacy-80s-90s
neil-edgeworth-memorial-banked-slalom--2017,neil-edgeworth-memorial-banked-slalom,2017,20th Annual Neil Edgeworth Memorial Banked Slalom,2017-03-25,2017-03-26,Big White Ski Resort,Kelowna,Canada,banked-slalom,held,,"Record field of 320 riders aged 6 to 63, on the natural gully beside the Ridge Rocket chair. $5,000 split among the pro winners plus $10,000 across the other categories. Stephanie Haines became the first rider to win the female pro category four years running.",https://www.bigwhite.com/explore-big-white/blog/telus-park/big-white-hosts-20th-annual-neil-edgeworth-banked-slalom,verified,canada
neil-edgeworth-memorial-banked-slalom--2019,neil-edgeworth-memorial-banked-slalom,2019,22nd Neil Edgeworth Memorial Banked Slalom,,,Big White Ski Resort,Kelowna,Canada,banked-slalom,held,,BC Snowboard's 2019 results index links a finals results PDF for the 22nd NEBS. Podiums not yet harvested.,https://www.bcsnowboard.com/2019-results/ | https://www.bcsnowboard.com/wp-content/uploads/Finals-Results.NEBS-2019-2.pdf,verified,wave2-canada
neil-edgeworth-memorial-banked-slalom--2024,neil-edgeworth-memorial-banked-slalom,2024,25th Neil Edgeworth Memorial Banked Slalom,,,"TELUS Park, Big White Ski Resort",Kelowna,Canada,banked-slalom,held,,"25th anniversary edition, organised with BC Snowboard. Dates not given in the source (article posted 1 April 2024).",https://www.bigwhite.com/explore-big-white/blog/telus-park/25-years-nebs,likely,canada
neil-edgeworth-memorial-banked-slalom--2025,neil-edgeworth-memorial-banked-slalom,2025,26th Neil Edgeworth Memorial Banked Slalom,2025-03-28,2025-03-30,Big White Ski Resort,Kelowna,Canada,banked-slalom,held,,"255 riders entered, from juniors to riders in their sixties. Big White reported Chris Bradley as the fastest men's time (given as 1:26:51 in the source).",https://www.bigwhite.com/explore-big-white/blog/mountain-news/nebs-26yrs-tradition | https://www.bcsnowboard.com/2025-event-results/,verified,canada
neil-edgeworth-memorial-banked-slalom--2026,neil-edgeworth-memorial-banked-slalom,2026,27th Annual Neil Edgeworth Memorial Banked Slalom,2026-03-20,2026-03-22,Big White Ski Resort,Kelowna,Canada,banked-slalom,held,,"Two runs, one Saturday and one Sunday, on either the Traditional Gully or the TELUS Park course. Pro (female/male open), amateur (ten age groups from 11-and-under to 60+, plus Pro Masters 40+) and para (female/male open) divisions.",https://www.bcsnowboard.com/wp-content/uploads/2026-27th-Annual-NEBS-Event-Information.March-20-22-2026.pdf,verified,canada
nescafe-champs-leysin--2010,nescafe-champs-leysin,2010,Nescafe Open Champs 2010,,,Leysin,Leysin,Switzerland,halfpipe,held,,"Swatch TTR 4-Star halfpipe. The contest returned to Leysin after three seasons in Valais, with Nescafe back as title sponsor after previously backing it from 1994 to 2006. Return to Leysin after three seasons in Valais, and the return of Nescafé as title sponsor (a partner from 1994 to 2006). Announced as a Swatch TTR 4Star halfpipe competition. Exact dates not stated in the article I opened.",https://www.worldsnowboardfederation.org/nescafe-open-champs-in-leysin-2010-the-oldest-european-snowboard-event/,likely,intl-other
nescafe-champs-leysin--2011,nescafe-champs-leysin,2011,20th NESCAFE Champs,,,Leysin,Leysin,Switzerland,slopestyle,held,,"20th anniversary edition. Swatch TTR 4-Star, USD 50,000 prize purse and 850 TTR world ranking points to the winners. Slopestyle course combined kickers, a halfpipe and a wallride; warm spring-like conditions across the region but the course held up. The World Snowboard Guide report is dated 12 February 2011; exact competition dates were not given. Billed as the 20th anniversary of the Nescafé Champs Leysin and as the oldest snowboard event in Europe. Slopestyle course combining kickers, a halfpipe and a wallride. Winners took USD 50,000 and 850 Swatch TTR world ranking points, which corresponds to a 5Star rating.",https://www.worldsnowboardguide.com/news/cilka-sadar---lucien-koch-win-2011-champ-in-leysin.html,likely,intl-other
nescafe-champs-leysin--2012,nescafe-champs-leysin,2012,21st Nescafé Champs,2012-03-04,,,Leysin,Switzerland,slopestyle,held,,21st edition. Not present in the wave-1 edition list.,https://www.lematin.ch/story/le-maitre-du-slopestyle-s-impose-a-leysin-537053620798,verified,wave2-japan-europe
nescafe-champs-leysin--2013,nescafe-champs-leysin,2013,Nescafe Champs 2013,2013-03-06,2013-03-10,Leysin,Leysin,Switzerland,slopestyle,held,,TTR 5-Star. Course again ran a halfpipe into the classic slopestyle kickers and rails.,https://snowboarding.transworld.net/news/get-ready-for-the-nescafe-champs-in-leysin-switzerland-march-6-10/,verified,intl-other
nippon-open--2008,nippon-open,2008,2008 Nissan X-Trail Nippon Open,2008-02-26,2008-03-02,ALTS Bandai,"Bandai, Fukushima",Japan,halfpipe | slopestyle,held,,"5Star event on the TTR tour, reported as drawing over 40,000 spectators. The parkstyle finals ran after heavy snow and high winds earlier in the week, with semi-finals and finals held back to back; Mikkel Bang and Jenny Jones won. Winners took 8,000 points toward the Burton Global Open Series championship.",https://whitelines.com/archive/news/japan-beckons-riders-for-5-star-nissan-x-trail-nippon-open.html | https://whitelines.com/archive/news/mikkel-bang-jenny-jones-win-nissan-x-trail-nippon-open-parkstyle-finals.html,verified,burton-opens
nippon-open--2009,nippon-open,2009,2009 Nissan X-Trail Nippon Open,2009-02-24,2009-03-01,ALTS Bandai,"Bandai, Fukushima",Japan,,held,,"Fifth stop of the 2008/09 Burton Global Open Series, as announced in the series calendar.",https://whitelines.com/archive/news/burton-global-open-series-08-09.html,likely,burton-opens
niseko-moiwa-banked-slalom--2025,niseko-moiwa-banked-slalom,2025,NISEKO MOIWA BANKED SLALOM 2025,2025-03-29,2025-03-29,Niseko Moiwa Ski Resort,"Niseko, Hokkaido",Japan,banked-slalom,held,Scheduled for 29 March with 30 March held as a bad-weather reserve day; practice on 28 March.,"Five divisions: snowskate, ski, snowboard elementary, snowboard open (junior-high and up) and snowboard master (43+). Entries opened 15 March. Official site moiwabankedslalom.com.",https://niseko-moiwa.jp/ja/news/2025/03/10/532/,verified,intl-other
north-alps-banked-slalom--2026,north-alps-banked-slalom,2026,2026 BANKED SLALOM TGK supported by Gyunyu Sekken (Tsugaike round),2026-04-04,2026-04-05,"Tsugaike Mountain Resort, Hannoki Special Course","Otari, Nagano (Hakuba valley)",Japan,banked-slalom,held,,"Second race of the three-round North Alps Banked Slalom series (Hakuba Iwatake, Tsugaike, Hakuba Happo-one). Expanded to two days with 260 participants a day; ski, snowboard, snowbike and parent-child divisions added to the previously snowboard-only programme. Top six in each category awarded. Main sponsor Milk Soap (Gyunyu Sekken), supported by Red Bull Japan among others.",https://steep.jp/en/custom/tsugaike-banked-slalom/,verified,intl-other
north-american-snowboarding-championships--1987,north-american-snowboarding-championships,1987,1987 North American Championships,,,,Banff,Canada,,held,,"Covered in the debut issue of TransWorld SNOWboarding (fall 1987) as the 'North American Championships in Banff, Canada'. No venue, dates, format or podium given.",https://www.snowboarder.com/transworld-snowboarding-archive/three-decades-transworld-snowboarding-part-1-1987-1996,likely,legacy-80s-90s
norwegian-snowboard-championships--2011,norwegian-snowboard-championships,2011,Norwegian Snowboard Championships 2011,2011-03,,Oslo Vinterpark and Trysil,Oslo and Trysil,Norway,halfpipe | boardercross | big-air | slopestyle,held,,"Halfpipe at Oslo Vinterpark on 27 March 2011; boardercross, big air and slopestyle at Trysil. Rated 3-Star TTR. Fields spanned ages 12 to 37. Silje Norendal, then 17, took two golds, two silvers and the King's Cup.",https://www.worldsnowboardfederation.org/the-3star-ttr-norwegian-championships/,likely,intl-other
oakley-girl-sessions-ruka--2010,oakley-girl-sessions-ruka,2010,7th Oakley Girlsessions,2010-04-08,2010-04-11,Ruka BatteryPark,"Ruka, Kuusamo",Finland,slopestyle | halfpipe | team,held,,"Swatch TTR 3-Star. Programme combined the TTR slopestyle with a team contest, a pipe competition and a freeski slopestyle, and was open to riders of all ability levels.",https://www.worldsnowboardfederation.org/7th-edition-of-oakley-girlsessions-at-ruka-finland-8-11-4-2010/,verified,intl-other
olympic-snowboarding--1998,olympic-snowboarding,1998,1998 Nagano Winter Olympics,1998-02-08,1998-02-12,"Mt. Yakebitai, Shiga Kogen (giant slalom) / Kanbayashi Sports Park (halfpipe)",Yamanouchi,Japan,giant-slalom | halfpipe,held,,"First Olympic snowboarding. Four medal events, men's and women's giant slalom and halfpipe. Held under FIS jurisdiction rather than the snowboarders' own ISF, which prompted a boycott of qualification by Terje Haakonsen. Dates are the first and last day of snowboarding competition as listed by Olympedia, not the dates of the Games as a whole.",https://www.olympedia.org/editions/46/sports/SBD,verified,olympics-fis
olympic-snowboarding--2002,olympic-snowboarding,2002,2002 Salt Lake City Winter Olympics,2002-02-10,2002-02-15,Park City Mountain Resort,"Park City, Utah",United States,halfpipe | parallel-giant-slalom,held,,"Giant slalom was replaced by parallel giant slalom. Olympedia records 118 athletes from 19 nations. Dates are the first and last day of snowboarding competition as listed by Olympedia, not the dates of the Games as a whole.",https://www.olympedia.org/editions/47/sports/SBD,verified,olympics-fis
olympic-snowboarding--2006,olympic-snowboarding,2006,2006 Torino Winter Olympics,2006-02-12,2006-02-23,Bardonecchia,"Bardonecchia, Piedmont",Italy,halfpipe | boardercross | parallel-giant-slalom,held,,"Snowboard cross (boardercross) added for men and women, taking the programme to six medal events. Dates are the first and last day of snowboarding competition as listed by Olympedia, not the dates of the Games as a whole.",https://www.olympedia.org/editions/49/sports/SBD,verified,olympics-fis
olympic-snowboarding--2010,olympic-snowboarding,2010,2010 Vancouver Winter Olympics,2010-02-15,2010-02-27,Cypress Mountain,"West Vancouver, British Columbia",Canada,boardercross | halfpipe | parallel-giant-slalom,held,,"Six medal events, athletes from 27 nations per Olympedia. Dates are the first and last day of snowboarding competition as listed by Olympedia, not the dates of the Games as a whole.",https://www.olympedia.org/editions/57/sports/SBD,verified,olympics-fis
olympic-snowboarding--2014,olympic-snowboarding,2014,2014 Sochi Winter Olympics,2014-02-06,2014-02-22,Rosa Khutor Extreme Park,Krasnaya Polyana,Russia,slopestyle | halfpipe | boardercross | parallel-giant-slalom | parallel-slalom,held,,"Slopestyle and parallel slalom both made their Olympic debut; 10 medal events, 237 competitors from 31 nations per Olympedia. Parallel slalom has not been held at any subsequent Games. Dates are the first and last day of snowboarding competition as listed by Olympedia, not the dates of the Games as a whole.",https://www.olympedia.org/editions/58/sports/SBD,verified,olympics-fis
olympic-snowboarding--2018,olympic-snowboarding,2018,2018 PyeongChang Winter Olympics,2018-02-10,2018-02-24,Phoenix Snow Park,"Bongpyeong, Mountain Cluster",South Korea,slopestyle | halfpipe | boardercross | big-air | parallel-giant-slalom,held,,"Big air made its Olympic debut and parallel slalom was dropped. 10 medal events, 244 competitors from 29 nations per Olympedia. Dates are the first and last day of snowboarding competition as listed by Olympedia, not the dates of the Games as a whole.",https://www.olympedia.org/editions/60/sports/SBD,verified,olympics-fis
olympic-snowboarding--2022,olympic-snowboarding,2022,2022 Beijing Winter Olympics,2022-02-05,2022-02-15,"Genting Snow Park, Zhangjiakou / Big Air Shougang, Beijing",Zhangjiakou and Beijing,China,slopestyle | parallel-giant-slalom | halfpipe | boardercross | team | big-air,held,,"Mixed team snowboard cross added, taking the programme to 11 medal events. Big air was held at Big Air Shougang, a permanent ramp on a former steelworks site in Beijing; all other events at Genting Snow Park. Dates are the first and last day of snowboarding competition as listed by Olympedia, not the dates of the Games as a whole.",https://www.olympedia.org/editions/62/sports/SBD,verified,olympics-fis
olympic-snowboarding--2026,olympic-snowboarding,2026,2026 Milano-Cortina Winter Olympics,2026-02-05,2026-02-18,"Mottolino Montagna del Divertimento / Carosello 3000, Livigno","Livigno, Sondrio",Italy,big-air | parallel-giant-slalom | halfpipe | boardercross | team | slopestyle,held,,"Most recent Games as of September 2026. 11 medal events, 234 competitors from 27 nations per Olympedia. Dates are the first and last day of snowboarding competition as listed by Olympedia, not the dates of the Games as a whole.",https://www.olympedia.org/editions/72/sports/SBD,verified,olympics-fis
oneill-evolution--2006,oneill-evolution,2006,O'Neill Evolution 2006,,,Davos,Davos,Switzerland,,held,,Launch year. Inferred from World Snowboard Guide's statement that the event ran for eight years from its 2006 launch and had no 2014 edition; no per-year source opened for this edition.,https://www.worldsnowboardguide.com/news/no-o-neill-evolution-in-davos-this-season.html,likely,world-tours
oneill-evolution--2007,oneill-evolution,2007,O'Neill Evolution 2007,,,Davos,Davos,Switzerland,,held,,Inferred from World Snowboard Guide's 'eight years since its 2006 launch'; no per-year source opened.,https://www.worldsnowboardguide.com/news/no-o-neill-evolution-in-davos-this-season.html,likely,world-tours
oneill-evolution--2008,oneill-evolution,2008,O'Neill Evolution 2008,,,Davos,Davos,Switzerland,,held,,Inferred from World Snowboard Guide's 'eight years since its 2006 launch'; no per-year source opened.,https://www.worldsnowboardguide.com/news/no-o-neill-evolution-in-davos-this-season.html,likely,world-tours
oneill-evolution--2009,oneill-evolution,2009,O'Neill Evolution 2009,,,Davos,Davos,Switzerland,,held,,Inferred from World Snowboard Guide's 'eight years since its 2006 launch'; no per-year source opened. A worldsnowboarding.org event page for O'Neill Evolution 2009 exists in search indexes but now returns 404.,https://www.worldsnowboardguide.com/news/no-o-neill-evolution-in-davos-this-season.html,likely,world-tours
oneill-evolution--2010,oneill-evolution,2010,O'Neill Evolution 2010,2010-01-04,2010-01-09,"Bolgen, Jakobshorn",Davos,Switzerland,halfpipe | slopestyle,held,,"Halfpipe run as a TTR 6Star, slopestyle as a 5Star.",https://www.boardshop.de/boardmag/snowboard/news/ttr-6star-contest-oneill-evolution-in-davos-live-webcast-04-09-01-2010_aid_16337.html,verified,world-tours
oneill-evolution--2011,oneill-evolution,2011,O'Neill Evolution 2011,2011-01-02,2011-01-08,"Bolgen, Jakobshorn",Davos,Switzerland,halfpipe | slopestyle,held,,"Four contests in the week: halfpipe and slopestyle, both 6Star, both for men and women. First year women started in both disciplines alongside the men.",https://www.boardshop.de/boardmag/snowboard/news/oneill-evolution-2011-in-davos-vom-2-bis-8-januar_aid_16198.html,verified,world-tours
oneill-evolution--2012,oneill-evolution,2012,O'Neill Evolution 2012,,,Davos,Davos,Switzerland,,held,,Referenced by Whitelines alongside the 2013 edition; exact dates not found in a source I opened.,https://whitelines.com/events/oneill-evolution | https://www.worldsnowboardguide.com/news/no-o-neill-evolution-in-davos-this-season.html,likely,world-tours
oneill-evolution--2013,oneill-evolution,2013,O'Neill Evolution 2013,2013-01-07,2013-01-13,Jakobshorn base,Davos,Switzerland,big-air | halfpipe,held,,"Big air run as a 6Star and halfpipe as a 5Star; 120 competitors, USD 150,000 in prize money, entry limited to the TTR top 100. Last edition of the series.",https://www.worldsnowboardguide.com/events/o-neill-evolution-2013.html | https://www.worldsnowboardguide.com/news/no-o-neill-evolution-in-davos-this-season.html,verified,world-tours
oneill-evolution--2014,oneill-evolution,2014,O'Neill Evolution 2014,,,Davos,Davos,Switzerland,,cancelled,No event held. O'Neill marketing director Claudio Curiger said the brand was working on a new strategy and that major events were 'no longer an issue for the time being'. O'Neill kept other Davos commitments such as park sponsorship and its flagship store.,Recorded as a not-held year rather than an edition.,https://www.worldsnowboardguide.com/news/no-o-neill-evolution-in-davos-this-season.html,verified,world-tours
op-pro-snowboarding--1989,op-pro-snowboarding,1989,1989 OP Pro of Snowboarding,,,June Mountain,June Lake,USA,halfpipe | giant-slalom,held,,"Single-source (Snowboarder/TransWorld 1980s timeline: 'OP Pro of Snowboarding held at June Mountain, California'). No dates, no podium. Disciplines inferred from Craig Kelly's published career timeline, which lists halfpipe and giant slalom results at a 1989 OP Pro - a rider biography, so not used for placings.",https://www.snowboarder.com/news/snowboard-history-timeline-part-21980s,likely,legacy-80s-90s
op-wintersurf--1991,op-wintersurf,1991,1991 OP Wintersurf,1991-02,1991-02,Huntington Beach and Bear Mountain,,USA,other,held,,"February 1991. Won by professional surfer Gary Elkerton, which the magazine used to make the point that surfing is harder to pick up than snowboarding. Single source.",https://www.snowboarder.com/news/snowboard-history-timeline-part-31990s,likely,legacy-80s-90s
pacwest-banked-slalom--2022,pacwest-banked-slalom,2022,1st PacWest Banked Slalom,,,"Summit East, The Summit at Snoqualmie","Snoqualmie Pass, Washington",USA,banked-slalom,held,,"Inaugural edition, created and organised by Marcel Dolak with Karter Riach, Olivia Cayley and volunteer diggers. Exact dates not given in the sources found.",https://thesnowboardersjournal.com/blogs/exclusives/pacwest-banked-slalom-2022 | https://www.summitatsnoqualmie.com/events/pacwest-banked-slalom,likely,us-grassroots
pacwest-banked-slalom--2024,pacwest-banked-slalom,2024,2024 PacWest Banked Slalom,,,"Summit East, The Summit at Snoqualmie","Snoqualmie Pass, Washington",USA,banked-slalom,held,,290 riders in attendance. Exact dates not given in the source.,https://thesnowboardersjournal.com/blogs/exclusives/pacwest-banked-slalom-2024,likely,us-grassroots
pacwest-banked-slalom--2026,pacwest-banked-slalom,2026,5th Annual PacWest Banked Slalom,2026-03-13,2026-03-15,"Summit East, The Summit at Snoqualmie","Snoqualmie Pass, Washington",USA,banked-slalom,cancelled,Cancelled for insufficient snow.,"Scheduled for March 13-15, 2026 as the fifth annual event, with 21 divisions for ages 6 to 60+.",https://www.summitatsnoqualmie.com/events/pacwest-banked-slalom,verified,us-grassroots
pleasure-jam--2009,pleasure-jam,2009,Horsefeathers Pleasure Jam 2009,2009-11-13,2009-11-15,Atomic Superpark Dachstein,Ramsau am Dachstein (Schladming-Dachstein),Austria,slopestyle,held,,"Swatch TTR World Snowboard Tour 4-Star, USD 15,000 prize purse. Separate judging for female riders and an open-public-park category for less experienced entrants.",https://www.worldsnowboardfederation.org/horsefeather-pleasure-jam-09-in-dachstain/,verified,intl-other
pleasure-jam--2015,pleasure-jam,2015,Pleasure Jam Vol. 13,2015-11-28,2015-11-29,"Superpark Dachstein, Dachstein Glacier",Ramsau am Dachstein (Schladming-Dachstein),Austria,slopestyle,held,Originally scheduled for early November 2015 and postponed: the Superpark opened on 24 October but snow was insufficient to build a compliant World Snowboard Tour International setup.,First tour stop of the World Snowboard Tour northern-hemisphere season and of the QParks Snowboard Tour; contested on a pro kicker line.,https://www.worldsnowboardfederation.org/pleasure-jam-vol-13-postponed/,verified,intl-other
pleasure-jam--2016,pleasure-jam,2016,Pleasure Jam 2016,2016-11-19,2016-11-19,Superpark Dachstein,Ramsau am Dachstein (Schladming-Dachstein),Austria,slopestyle,held,,Opening stop of the 2016/17 QParks Snowboard Tour.,https://www.worldsnowboardfederation.org/qparks-snowboard-tour-set-for-201617/,verified,intl-other
qparks-snowboard-tour--2016,qparks-snowboard-tour,2016,QParks Snowboard Tour 2016/17,2016-11-19,2017-04-22,,,multiple,slopestyle | rail-jam | jib,held,,"Seventh season, EUR 40,000 total prize money. Ten stops: Pleasure Jam, Superpark Dachstein (19 Nov 2016); Battle ROJal, Snowpark Schoeneben (7 Jan 2017); Penken Battle, Vans Penken Park (14 Jan); Blue Tomato Plan P, Superpark Planai (28 Jan); Nock'n'Rock, Snowpark Turracher Hoehe (11 Feb); Sick Trick Tour Open, Snowpark Kitzbuehel (18 Feb); Gold & Glory Golden, Roofpark Axamer Lizum (25 Feb); Oakley Schilthorn Open, Skyline Snowpark Schilthorn (11 Mar); Shred Masters Feldberg, Badenova Snowpark Feldberg (18 Mar); Roof Battle, Superpark Dachstein (22 Apr). Covers Austria, Germany, Italy and Switzerland.",https://www.worldsnowboardfederation.org/qparks-snowboard-tour-set-for-201617/,verified,intl-other
rattlesnake-banked-slalom--2025,rattlesnake-banked-slalom,2025,3rd Annual Rattlesnake Banked Slalom,2025-03-02,2025-03-02,Buck Hill,"Burnsville, Minnesota",USA,banked-slalom,held,,"Six divisions, each capped at 25 riders; fastest of two runs, second run as tiebreaker.",https://buckhill.com/events/rattlesnake-banked-slalom-2025/,likely,us-grassroots
rey-del-park--2012,rey-del-park,2012,VIII Rey del Park,2012-09-02,2012-09-02,El Colorado,"Farellones / Lo Barnechea, Santiago Metropolitan Region",Chile,slopestyle,held,,"Eighth edition and the first to count for the WSF South America Tour. WSF/TTR 2-Star slopestyle, USD 3,000 prize money, around 80 professional athletes from Chile, Argentina, Brazil, Spain, the USA and Canada.",https://www.worldsnowboardfederation.org/viii-rey-del-park-el-colorado-chile/ | https://www.worldsnowboardfederation.org/winter-season-in-chile/,verified,intl-other
rey-del-park--2013,rey-del-park,2013,Lippi Rey del Park 2013,2013-07-27,2013-07-28,El Colorado,"Farellones / Lo Barnechea, Santiago Metropolitan Region",Chile,slopestyle,held,,"USD 8,000 in prizes; open to skiers as well as snowboarders. Described by the WSF as taking place in the best terrain park in South America.",https://www.worldsnowboardfederation.org/lippi-king-of-the-park-in-el-colorado-chile/,verified,intl-other
roxy-chicken-jam--2006,roxy-chicken-jam,2006,Roxy Chicken Jam Europe 2006,2006-12-12,2006-12-15,,Kaprun,Austria,,held,,"Wikipedia gives Kaprun; the WSF's provisional 06/07 women's tour calendar, published 24 October 2006, listed the European Roxy Chicken Jam at St Moritz, Switzerland. The two sources disagree on venue.",https://en.wikipedia.org/wiki/Chicken_Jam | https://www.worldsnowboardfederation.org/ttr-women-tour-announced/,likely,world-tours
roxy-chicken-jam--2007-a,roxy-chicken-jam,2007,Roxy Chicken Jam US 2007 (finals),2007-03-22,2007-03-25,Park City Mountain Resort,Park City,United States,,held,,"The season-defining event of the 2006/07 TTR women's tour, where the women's TTR world champion was decided.",https://en.wikipedia.org/wiki/Chicken_Jam | https://www.worldsnowboardfederation.org/ttr-women-tour-announced/,verified,world-tours
roxy-chicken-jam--2007-b,roxy-chicken-jam,2007,Roxy Chicken Jam Europe 2007,2007-12-14,2007-12-16,,Kaprun,Austria,,held,,Second Roxy Chicken Jam of the 2007 calendar year; opens the 2007/08 women's season.,https://en.wikipedia.org/wiki/Chicken_Jam,verified,world-tours
roxy-chicken-jam--2008,roxy-chicken-jam,2008,Roxy Chicken Jam US 2008,,,Park City Mountain Resort,Park City,United States,,held,,"Wikipedia records a projected purse of over USD 150,000 for the 2008 US event, one of the largest in women's snowboarding at the time. Exact dates not given.",https://en.wikipedia.org/wiki/Chicken_Jam,likely,world-tours
shakedown-snowboard-games--2002,shakedown-snowboard-games,2002,2002 Empire Shakedown (first edition),2002-03-23,2002-03-23,Mont Saint-Sauveur,Saint-Sauveur,Canada,slopestyle | big-air | jib,held,,"Inaugural edition, founded by Brendan O'Dowd and Patryck Bernier. Reported 6,000 spectators and a $10,000 winner-take-all purse.",https://en.wikipedia.org/wiki/Shakedown_(Snowboard_Games) | https://kingsnowboard.com/blogs/uncategorized/timepiece-shakedown,likely,canada
shakedown-snowboard-games--2003,shakedown-snowboard-games,2003,2003 Empire Shakedown,2003-03-22,2003-03-22,Mont Saint-Sauveur,Saint-Sauveur,Canada,slopestyle | big-air | jib,held,,SnowboardQuebec's provincial history records Guillaume Brochu as the 2003 winner (not recorded as a result row in this wave).,https://en.wikipedia.org/wiki/Shakedown_(Snowboard_Games) | https://www.snowboardquebec.com/histoire/,likely,canada
shakedown-snowboard-games--2004,shakedown-snowboard-games,2004,2004 Empire Shakedown,2004-04-03,2004-04-03,Mont Saint-Sauveur,Saint-Sauveur,Canada,slopestyle | big-air | jib,held,,,https://en.wikipedia.org/wiki/Shakedown_(Snowboard_Games),likely,canada
shakedown-snowboard-games--2005,shakedown-snowboard-games,2005,2005 Empire Shakedown,2005-03-26,2005-03-26,Mont Saint-Sauveur,Saint-Sauveur,Canada,slopestyle | big-air | jib,held,,SnowboardQuebec records Matt Dano as the 2005 winner (not recorded as a result row in this wave).,https://en.wikipedia.org/wiki/Shakedown_(Snowboard_Games) | https://www.snowboardquebec.com/histoire/,likely,canada
shakedown-snowboard-games--2006,shakedown-snowboard-games,2006,2006 Empire Shakedown,2006-03-24,2006-03-25,Mont Saint-Sauveur,Saint-Sauveur,Canada,slopestyle | big-air | jib,held,,"Sebastien Toutant, aged 13, was moved up from the amateur division and won the pro category in his first major contest.",https://en.wikipedia.org/wiki/Shakedown_(Snowboard_Games) | https://kingsnowboard.com/blogs/uncategorized/timepiece-shakedown | https://www.snowboardquebec.com/histoire/,likely,canada
shakedown-snowboard-games--2007,shakedown-snowboard-games,2007,2007 Empire Shakedown,2007-04-06,2007-04-07,Mont Saint-Sauveur,Saint-Sauveur,Canada,slopestyle | big-air | jib,held,,,https://en.wikipedia.org/wiki/Shakedown_(Snowboard_Games),likely,canada
shakedown-snowboard-games--2008,shakedown-snowboard-games,2008,2008 Empire Shakedown,2008-04-04,2008-04-05,Mont Saint-Sauveur,Saint-Sauveur,Canada,slopestyle | big-air | jib,held,,SnowboardQuebec records Charles Reid as the 2008 winner (not recorded as a result row in this wave). Last edition under Empire title sponsorship.,https://en.wikipedia.org/wiki/Shakedown_(Snowboard_Games) | https://www.snowboardquebec.com/histoire/,likely,canada
