brand_id,brand_name,founded_year,end_year,status,founder,country,hq_city,parent_company,confidence,notes,sources
santa-cruz,Santa Cruz,1989,,defunct,Richard Novak (NHS),USA,,NHS Inc.,verified,"Skate company's snowboard line started 1989/1990; European distribution/development via DNR Sportsystem (Switzerland, Volkl-built), which Marker owned 1995-98 before Novak reacquired it. Later boards listed on SnowDB. | Skateboard company's snowboard line; early-90s boards (1992 DTR 62, Tao; 1994 Chris Roach Genie) in Retro Snow museum; 2008-2012 catalogs in SnowDB with Screaming Hand and other skate graphics. Founding year of the snowboard line not confirmed; current status not verified.",https://www.snowboarder.com/transworld-snowboarding-archive/snowboarding-photos/dnr-sold-to-santa-cruz-owner/ | https://www.snowboarder.com/news/snowboard-history-timeline-part-31990s | https://www.snowboarder.com/news/a-brief-history-of-mergers-in-the-snowboarding-world | https://www.snowdb.com/ | https://retrosnow.com/product-category/santa-cruz/ | https://www.snowdb.com/catalog/santa-cruz
saunzee,Saunzee,,,defunct,,USA,"Holland, Michigan",,likely,Early-80s fiberglass-over-balsa hand-painted boards; ceased mid-1980s (company now a sign maker).,https://www.michigansnowboardmuseum.com/the-neon-era--other-80s-decks.html | https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
season-eqpt,Season Eqpt,2020,,active,Austin Smith and Eric Pollard,USA,Oregon,,verified,"Athlete-founded, evo distribution; timeless shapes. | Ski and snowboard brand; snowboards made at SWS. First Climate Neutral Certified ski/snowboard brand. Earliest model year sourced 2021.",https://shop-eat-surf-outdoor.com/press-releases/new-snowboard-and-ski-brand-season-eqpt-launched-by-athletes/499507 | https://en.wikipedia.org/wiki/Eric_Pollard_(skier) | https://www.seasoneqpt.com/collections/snowboards
sense,Sense,,,active,,Slovenia,,,likely,,https://carversconnection.com/community/hard-boot/carving-snowboards-manufacturers-and-wbsite-links/
sentury,Sentury,,,dormant,,,,,likely,Listed on SnowDB catalog. Current status not verified.,https://www.snowdb.com/
sg-snowboards,SG Snowboards,,,active,Sigi Grabner,Austria,,SG Pro Tech Ltd.,likely,Race/freecarve boards by the Olympic medallist; own Austrian production site. | Board history page shows ranges from 2009/10 onward.,https://www.sgsnowboards.com/sg-pro-tech/ | https://carversconnection.com/community/hard-boot/carving-snowboards-manufacturers-and-wbsite-links/ | https://www.sgsnowboards.com/board-history/
shady-sharks,Shady Sharks,1987,,defunct,Carsten Cappi,,,,likely,Made for EBI; low volume.,https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
signal,Signal,2004,,active,Dave Lee,USA,"Huntington Beach, California",,verified,In-house factory; Every Third Thursday series; subscription model 2016. | Only 2008/09-2011/12 catalogs consulted (SnowDB). Founding facts not confirmed.,https://www.fastcompany.com/3066463/this-small-independent-brand-wants-to-be-the-netflix-of-snowboarding | https://www.snowdb.com/ | https://www.snowdb.com/catalog/signal
silence,Silence,,,dormant,BK Norman (lead manager),USA,,Investment group that also owned Avalanche,likely,Mid-1990s brand profiled as a survivor in 1999. Current status not verified.,https://jeffharbaugh.com/hey-how-come-youre-still-around-conversations-with-survivors/
sims,Sims,1976,,revived,Tom Sims,USA,"Santa Barbara, California (original)","SIMS Collective Inc. (Japan-based licensee, current)",verified,"Tom Sims built his first 'skiboard' in 1963; company generally dated 1976 (one year before Burton). Licensed to Vision Sports 1980; Sims regained rights from Vision in Feb 1991. Later licensed to Collective Licensing. Tom Sims died 2012; brand relaunched 2015 with Never Summer producing boards, now run by SIMS Collective Inc. | Skateboard brand turned snowboard pioneer; ISM 1988 lists Sims Snowboards Inc. at Costa Mesa, CA. Boards licensed to Vision in the late 1980s, rights regained by Tom Sims in 1991 (Snowboarder timeline). Brand revived in the 2010s/2020s with reissues (Nub, 1550).",https://businessden.com/2016/03/06/sims-snowboards-gets-new-life/ | https://www.boardsportsource.com/brand-profile-inside-the-comeback-of-sims-snowboards/ | https://www.summitdaily.com/news/snowboarding-history-tom-sims-from-skateboards-to-snowboards/ | https://www.simsnow.com/ | https://www.snowboarder.com/news/snowboard-history-timeline-part-31990s | https://www.snowboarder.com/news/snowboard-history-timeline-part-21980s | https://archive.org/details/ISM-87-91
ska-board,Ska Board,1981,,defunct,,USA,Colorado,,likely,,https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
skosh,Skosh,1974,1983,defunct,"Bill O'Connell, Carrie Campbell and Scott Dowell",USA,"Littleton, Colorado",,verified,Prototypes from 1974 using skateboard wood-core techniques; folded 1983 amid ski-area resistance.,https://www.summitdaily.com/news/innovation-drove-smaller-colorado-snowboard-companies/ | http://www.illicitsnowboarding.com/2013/04/legends-of-fallen-ii-stickers-of-lost.html | https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
skriss,Skriss,1986,1987,defunct,Jeff Grell,USA,Colorado,,likely,'Escape' model.,https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
skyrider,Skyrider,,,defunct,,United Kingdom,,,likely,1980s; Big Foot model.,https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
slash,Slash,2012,,active,Gigi Ruf,Austria,Innsbruck,,verified,"Launched Jan 2012, built by Nidecker. | Slash By GiGi. Whitelines says founded 2012; Boardsport Source 2023 interview says brand 'becomes a teenager next year' (~2011). Boards made by Nobile (Poland) and Meditec (Tunisia).",https://whitelines.com/archive/news/gigi-rf-launches-snowboard-brand-slash.html | https://www.ndk.swiss/heritage/ | https://whitelines.com/snowboard-gear/before-you-buy/guide-to-snowboard-brands.html | https://www.boardsportsource.com/big-wig-slash-by-gigi/
smokin,Smokin,,,defunct,,,,,likely,Listed on SnowDB; website domain now for sale.,https://www.snowdb.com/ | https://www.smokinsnowboards.com/
snow-surf-lusti,Snow Surf / Lusti,1978,,defunct,Rudi Probstl and Michael Geyer,Germany,Bavaria,,likely,,https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
snowtech,Snowtech,1983,,defunct,Ernie DeLost and Doug Baxendell,USA,"Rochester, New York",,verified,Comp GS Pulsar 1987/88.,https://www.vtssm.org/snowboarding | https://www.michigansnowboardmuseum.com/the-neon-era--other-80s-decks.html | https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
snurf,Snurf,1983,1987,defunct,R. Backes and the Almuzara brothers,France,,,likely,,https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
snurfer,Snurfer,1965,,defunct,Sherman Poppen,USA,"Muskegon, Michigan","Brunswick (licensee, from 1966); later JEM",verified,Invented Christmas 1965 by Sherman Poppen from two kids' skis; licensed to Brunswick 1966 (later JEM). Production ended around 1979-early 1980s. Precursor to the snowboard.,https://www.michigansnowboardmuseum.com/boards-from-the-legends.html | http://www.illicitsnowboarding.com/2012/03/legends-of-fallen-vintage-snowboard.html | https://www.the-house.com/portal/the-history-of-snowboarding/ | https://www.skiinghistory.org/category/snowboard
solid,Solid,1993,,dormant,Neil Rankin and Andy Shotts,USA,"Fairplay, Colorado",,likely,Current status not verified.,https://www.summitdaily.com/news/innovation-drove-smaller-colorado-snowboard-companies/
solo-ski,Solo Ski,,,defunct,Mark Vance and John West,USA,"San Diego, California",,likely,Integral rotating binding.,https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
sonic,Sonic,,,defunct,,USA,Southern California,,likely,Stainless steel base.,https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
special-blend,Special Blend,,2014,defunct,,USA,"Irvine, California",Burton (2004-2014); Four Star Distribution before,likely,Outerwear-led Forum sibling brand; dropped by Burton winter 2014.,https://whitelines.com/archive/news/burton-snowboards-to-drop-forum-and-make-other-big-changes.html | https://www.the-house.com/portal/forum-company-history/
sporten,Sporten,,,active,,Czech Republic,,,likely,Oldest Czech company making snowboards; major ski OEM.,http://www.illicitsnowboarding.com/2012/01/made-in-snowboard-brands-from.html
static,Static,1996,,defunct,,USA,,Variflex,likely,Formed by Variflex with Barfoot and Plunkett.,https://www.michigansnowboardmuseum.com/the-neon-era--other-80s-decks.html
stepchild,Stepchild,2000,,dormant,Brad Richmond and Sean Johnson,,,,likely,"Jib brand; JP Walker, Simon Chamberlain; 'Child Support' (2007). Current status not verified.",https://whitelines.com/brands/stepchild-snowboards | https://www.snowdb.com/
storm,Storm,,,defunct,,Canada,Alberta,,likely,,https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
stranda,Stranda,,,active,,Sweden,,,likely,,https://carversconnection.com/community/hard-boot/carving-snowboards-manufacturers-and-wbsite-links/
summit,Summit,1982,,defunct,Steve Link,USA,"Silverthorne, Colorado",,verified,Also 'Rocky Mountain' boards by Steve Link. Link's shop was later rented by Unity's founders (1995).,https://www.summitdaily.com/news/innovation-drove-smaller-colorado-snowboard-companies/ | https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
surfavo,Surfavo,,,defunct,Massimo Di Ponzi,Italy,,,likely,Handmade.,https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
surfneige,Surfneige,,,defunct,,France,,,likely,"Aspen-1 (1985), Aspen-2 (1985-86).",https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
swell-panik,Swell Panik,,,dormant,,,,,likely,Listed on SnowDB catalog. Current status not verified.,https://www.snowdb.com/
swift,Swift,1983,1986,defunct,"Tracey Canaday, Tim Canaday and Scott Rolfs",USA,Colorado,,verified,Canaday brothers' first brand (Burton-like design) before Never Summer.,https://www.summitdaily.com/news/innovation-drove-smaller-colorado-snowboard-companies/ | https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
swoard,Swoard,,,active,,,,,likely,Extreme-carving boards.,https://carversconnection.com/community/hard-boot/carving-snowboards-manufacturers-and-wbsite-links/
technine,Technine,1994,,active,,USA,"Avon, Colorado (Whitelines says later Salt Lake City)",,verified,First baseless binding (1993/94); full snowboard line 2004; MFM pro. Whitelines dates founding 1993.,https://technine.com/pages/about-us | https://whitelines.com/brands/technine | https://www.snowdb.com/
telos,Telos,2018,,active,"Dan Agundes, Eric Luthardt and Ben Schwitz (GP87)",USA,"Denver, Colorado / Mount Shasta, California",GP87 Inc.,verified,Launched 2018/19; built at GP87 (Shenzhen). | Earliest model year sourced 2021.,https://www.boardsportsource.com/telos-snowboards/ | https://telossnowboards.com/pages/about-us | https://thegoodride.com/snowboard-reviews/telos-backslash-snowboard-review/
thirst,Thirst,,,active,,USA,Idaho,,likely,Carving boards.,https://carversconnection.com/community/hard-boot/carving-snowboards-manufacturers-and-wbsite-links/
thirtytwo,ThirtyTwo,1995,,active,,USA,,Nidecker Group (2024),verified,Boot brand; launched snowboards for 2025/26 (built by SWS).,https://www.boardsportsource.com/brand-profile-thirtytwo-is-entering-the-snowboard-market-as-part-of-a-broader-push-to-become-a-full-offer-hardgoods-and-softgoods-brand/ | https://www.ndk.group/
transition,Transition,,,defunct,Wee Willie Winkles,Canada,"Brampton, Ontario",,likely,1980s; invented 'Skyhooks'.,https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
type-a,Type A,1993,1999,defunct,Mike Ternasky (Plan B),USA,,Jaysport (1999),verified,,https://www.snowboarder.com/news/snowboard-history-timeline-part-31990s | https://www.snowboarder.com/news/a-brief-history-of-mergers-in-the-snowboarding-world
ultimate-control-boards,Ultimate Control Boards,1981,,defunct,Mike Troppman and Karl Bendele (museum list also names Carl 'Butch' Bronski),USA,"Lakewood, Colorado",,verified,Thermoplastic boards.,https://www.summitdaily.com/news/innovation-drove-smaller-colorado-snowboard-companies/ | https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
united-shapes,United Shapes,,,active,,USA,,,likely,"B Corp; made in Europe; 90s-freeride inspired. About page says '10 years since we pushed the lift-off button' (page undated), so c. mid-2010s. | Earliest model year sourced 2017 (Orbit).",https://unitedshapes.com/pages/about-us | https://thegoodride.com/snowboard-reviews/united-shapes-orbit-snowboard-review/
unity,Unity,1995,,active,Pete Wurster and Pavel Krikava,USA,"Silverthorne, Colorado",,verified,"Founded Aug 1995 renting Steve Link's shop; backcountry/powder boards, splitboards.",https://snowboardmag.com/stories/industry-insider-unity-snowboards-pete-wurster | https://www.snowdb.com/
variflex,Variflex,,,defunct,,USA,,,likely,Skate wholesaler; Snow Slider (1982/83) copy of Burton Backyard; formed Static Snowboards (1996) with Barfoot and Plunkett.,https://www.michigansnowboardmuseum.com/the-neon-era--other-80s-decks.html | https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html | https://www.saltypeaks.com/rare-collectible-vintage-snowboards-for-sale-at-salty-peaks/
vector-glide,Vector Glide,,,active,Masayuki Akiba,Japan,Nagano,,likely,,https://snowexplorers.com/article/japan-specific-snow-brands/
venture,Venture,1999,,active,,USA,"Silverton, Colorado",,verified,Handcrafted snowboards/splitboards; Silverton Banked Slalom hosts.,https://venturesnowboards.com/pages/our-story | https://www.snowdb.com/
vimana,Vimana,2013,,active,,Norway,Stavanger,,verified,Founded by former Session board-shop chain owner; Whitelines A-Z says 2015.,https://pyramidmagazine.com/features/brand-profile-vimana/ | https://whitelines.com/snowboard-gear/before-you-buy/guide-to-snowboard-brands.html
virus,Virus,,,active,,Switzerland,,,likely,Race/carving boards; Zylon fibre.,https://shop.virus-snowsports.com/ | https://carversconnection.com/community/hard-boot/carving-snowboards-manufacturers-and-wbsite-links/
vision,Vision,,,defunct,,USA,,Vision Sports,likely,Skate company that held the Sims snowboard license from 1980; lost it Feb 1991 and began independent snowboard production. | Skate company that produced Sims boards under licence until 1991 and its own Vision boards (Retro Snow lists a 1992 Vision Freestyle).,https://www.snowboarder.com/news/snowboard-history-timeline-part-31990s | https://www.the-house.com/portal/the-history-of-snowboarding/ | https://retrosnow.com/shop/vision/92-vision/vision-freestyle-156/
voile,Voile,1980,,active,,USA,"Salt Lake City, Utah",,verified,Backcountry gear maker; splitboards made in Salt Lake valley.,https://www.voile.com/abus.html | https://www.snowdb.com/
vortex-techtonic,Vortex / Techtonic,,,defunct,,Canada,Quebec,,likely,,https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
volkl,Völkl,,,active,Franz Volkl,Germany,Straubing,Elevate Outdoor Collective (Kohlberg),verified,Made boards for Santa Cruz/Sims/Nitro from 1993; own snowboard line 1997; bought 49% of Rad Air 1997. | Ski manufacturer; snowboards seen in SnowDB 2008/09-2011/12 only. Status of snowboard line not confirmed.,https://whitelines.com/brands/volkl | https://grokipedia.com/page/V%C3%B6lkl | https://www.snowboarder.com/news/a-brief-history-of-mergers-in-the-snowboarding-world | https://www.snowdb.com/catalog/voelkl
wave,Wave,,,defunct,,Australia,Adelaide,Extreme Boardsports,likely,1980s; also 'Booger You' Wave 270 model.,https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
weekend,Weekend,,,dormant,,,,,likely,Listed on SnowDB catalog. Current status not verified.,https://www.snowdb.com/
west,WEST,,,active,,Switzerland,,,likely,Premium hand-made boards; founded by industry veterans (sixth season as of Field Mag article).,https://www.fieldmag.com/articles/most-influential-international-snowboard-brands | https://whitelines.com/snowboard-gear/before-you-buy/guide-to-snowboard-brands.html
westige,Westige,2001,,active,,Czech Republic,,,likely,,http://www.illicitsnowboarding.com/2012/01/made-in-snowboard-brands-from.html
weston,Weston,2012,,active,Barry Clark (Leo Tsuo from 2016),USA,"Lakewood, Colorado",,verified,"Backcountry/splitboards; B Corp. | Weston Backcountry, Colorado. Earliest model year sourced 2020.",https://westonbackcountry.com/pages/about | https://thegoodride.com/snowboard-reviews/weston-backwoods-snowboard-review/
white-bear,White Bear,1970,,defunct,,,,,likely,"Snurfer-type 'Snookie' board, c.1970.",http://www.illicitsnowboarding.com/2013/04/legends-of-fallen-ii-stickers-of-lost.html | https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
whitegold,Whitegold,2013,,dormant,Kevin Sansalone (with Bataleon),Canada,"Whistler, British Columbia",Bataleon joint venture,verified,"Launched 2013/14 with Flyer, North and Shaka models; TBT construction. Current status not verified.",https://whitelines.com/brands/whitegold | https://www.snowdb.com/
wild-duck,Wild Duck,1980,,defunct,Three friends (unnamed),Switzerland,Lausanne,,likely,"Early European manufacturer founded on a farm near Lausanne; per Salty Peaks, later evolved into Movement Skis.",https://www.saltypeaks.com/product/rare-1980-vintage-wild-duck-swiss-made-snowboard/ | https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
winter-surf,Winter Surf,1985,,defunct,Sergio Aghemo,Italy,Turin,,likely,"Later manufactured by Hoffstetter, Germany.",https://www.michigansnowboardmuseum.com/old-snowboard-reference-list.html
winterstick,Winterstick,1972,,revived,Dimitrije Milovich and Wayne Stoveken,USA,"Carrabassett Valley, Maine (originally Salt Lake City, Utah)",,verified,"Founded 1972 (patents for snow surfboards). Swallowtail introduced 1976; P-Tex base 1974. Milovich left 1980 and the original company ceased around 1980. Brand later revived; today rider-owned (Seth Wescott, Rob Kingwill, Tom Burt) with a factory at Sugarloaf, Maine. | ISM 1988 gives address 3474 South 2300 East, Salt Lake City. Brand site says founded 1972; current company builds boards at Sugarloaf, Maine.",https://www.winterstick.com/we-are/ | https://www.michigansnowboardmuseum.com/boards-from-the-legends.html | https://www.the-house.com/portal/the-history-of-snowboarding/ | https://snowboarding8090.com/history/ | https://winterstick.com/history-of-winterstick | https://archive.org/details/ISM-87-91
wired,Wired,,,active,Rob Dow,Canada,"Vancouver, British Columbia",,verified,"Factory/storefront on Clark Drive, near the old Option factory; custom graphics; OEM services.",https://kingsnowboard.com/blogs/features/wired-snowboards-made-in-canada | https://www.wiredsnowboards.com/
yes,YES.,2009,,active,"DCP, Romain de Marchi, JP Solberg and Tadashi Fuse",Switzerland,,Nidecker Group (transitioning to independent control 2026/27),verified,Started after Burton UNINC ended; Nidecker Group dates founding 2008. | YES. Snowboards; part of NDK Group per Wikipedia Jones article. Earliest model year sourced: 2010 (Basic).,https://whitelines.com/brands/yes-snowboards | https://www.ndk.group/ | https://grokipedia.com/page/Nidecker | https://en.wikipedia.org/wiki/Jones_Snowboards | https://thegoodride.com/snowboard-reviews/yes-basic-snowboard-review/
yonex,Yonex,,,active,,Japan,"Nagaoka, Niigata","Yonex Co., Ltd.",verified,Entered snowboards 1995 with the first carbon-infused snowboard; carbon cores. | Carbon snowboards; only 2026-27 lineup sourced. THIN.,https://www.yonex-snowboard.com/en-gb/about-yonex-snowboard | https://www.yonex.co.jp/en/company/history/1991-2000/ | https://carversconnection.com/community/hard-boot/carving-snowboards-manufacturers-and-wbsite-links/ | https://www.yonex.co.jp/snowboards/products/
fiveforty,FiveForty,,,active,,Canada,,,likely,Canadian brand. Reviewer priority: Canadian.,https://www.senditdb.com/brands/fiveforty
trapper,Trapper,2011,,active,,Canada,,,likely,"Fernie, British Columbia. Reviewer priority: Canadian.",https://www.senditdb.com/brands/trapper
aluflex,Aluflex,1954,,active,,France,,,likely,"Historic name, founded 1954. Reviewer priority: historic.",https://www.senditdb.com/brands/aluflex
gilson,Gilson,2013,,active,,USA,,,likely,Large direct-to-consumer line.,https://www.senditdb.com/brands/gilson
raven,Raven,2005,,active,,Poland,,,likely,European budget brand.,https://www.senditdb.com/brands/raven
ltb,LTB,1986,,active,,Czechia,,,likely,,https://www.senditdb.com/brands/ltb
sandy-shapes,Sandy Shapes,2016,,active,,Italy,,,likely,Shaper.,https://www.senditdb.com/brands/sandy-shapes
blackhole-snowboards,Blackhole Snowboards,1992,,active,,Italy,,,likely,"Country disagreement: Send It DB says Italy, the reviewer says Poland. Send It value recorded as the cited source; needs confirmation.",https://www.senditdb.com/brands/blackhole-snowboards
allian,Allian,1999,,active,,USA,,,likely,"Associated with Ingemar Backman; models back to 2015. Country disagreement: Send It DB says USA, the reviewer says Sweden. Send It value recorded as the cited source; needs confirmation.",https://www.senditdb.com/brands/allian
november,November,2002,,active,,Japan,,,likely,"Send It DB records the name as ""NOVEMBER SNOWMATERIAL"".",https://www.senditdb.com/brands/november
amicss,AMICSS,2015,,active,,Japan,,,likely,Alpine. Models on Send It back to 2020.,https://www.senditdb.com/brands/amicss
drake,Drake,,,active,,Italy,,Northwave,likely,Part of the Northwave group.,https://www.senditdb.com/brands/drake
elevated-surfcraft,Elevated Surfcraft,,,active,,USA,,,likely,Models on Send It back to 2019.,https://www.senditdb.com/brands/elevated
borealis,Borealis,2013,,active,,France,,,likely,,https://www.senditdb.com/brands/borealis
ame-snowboard,AME Snowboard,,,active,,France,,,likely,Shaper.,https://www.senditdb.com/brands/ame-snowboard
goodboards,Goodboards,,,active,,Germany,,,likely,,https://www.senditdb.com/brands/goodboards
moonchild,Moonchild,2015,,active,,Spain,,,likely,"Country disagreement: Send It DB says Spain, the reviewer says Japan. Send It value recorded as the cited source; needs confirmation.",https://www.senditdb.com/brands/moonchild
nobaday,Nobaday,2015,,active,,USA,,,likely,"Country disagreement: Send It DB says USA, the reviewer says China. Send It value recorded as the cited source; needs confirmation.",https://www.senditdb.com/brands/nobaday
pathron,Pathron,2011,,active,,Poland,,,likely,Models on Send It span 2021 to 2024.,https://www.senditdb.com/brands/pathron
thrive-snowboards,Thrive Snowboards,2012,,active,,USA,,,likely,,https://www.senditdb.com/brands/thrive-snowboards
whitespace,Whitespace,2022,,active,,USA,,,likely,Shaun White's brand.,https://www.senditdb.com/brands/whitespace
chimera,Chimera,2009,,active,,USA,,,likely,Splitboards.,https://www.senditdb.com/brands/chimera
furlan-snowboards,Furlan Snowboards,2008,,active,,France,,,likely,"Shaper. Country disagreement: Send It DB says France, the reviewer says Italy. Send It value recorded as the cited source; needs confirmation.",https://www.senditdb.com/brands/furlan-snowboards
d-o-p-e,D.O.P.E.,,,active,,Canada,,,likely,"Country disagreement: Send It DB says Canada, the reviewer says USA. Send It value recorded as the cited source; needs confirmation.",https://www.senditdb.com/brands/dope
furberg,Furberg,2009,,active,,Norway,,,likely,,https://www.senditdb.com/brands/furberg
pallas,Pallas,2013,,active,,USA,,,likely,Women's splitboards.,https://www.senditdb.com/brands/pallas
verdad,Verdad,2011,,active,,France,,,likely,"Country disagreement: Send It DB says France, the reviewer says Spain. Send It value recorded as the cited source; needs confirmation.",https://www.senditdb.com/brands/verdad
snoplanks,SnoPlanks,2012,,active,,USA,,,likely,Bamboo shaper.,https://www.senditdb.com/brands/snoplanks
high-society-freeride,High Society Freeride,2003,,active,,USA,,,likely,"Aspen, Colorado (country and city from the reviewer; Send It DB lists no country).",https://www.senditdb.com/brands/high-society-freeride
javatron-dream-machines,Javatron Dream Machines,,,active,,USA,,,likely,"Custom shaper, same classification as Donek and Coiler. Custom shaper: boards are made to order, so model rows are shapes rather than catalogue seasons.",https://www.senditdb.com/brands/javatron-dream-machines
