model_id,brand_id,brand_name,model_name,first_year,year_basis,last_year,year_note,category,pro_rider,series_or_family,confidence,notes,sources
lib-tech--banana-hammock,lib-tech,Lib Tech,Banana Hammock,2008,earliest_sourced,2012,2008-2012 confirmed. | Seen on brand site (Wayback) 200710-200812; may predate first snapshot,powder,Travis Rice,Banana,verified,"Full-twin powder board with reverse sidecut and reverse camber (TransWorld 2007, Travis Rice). Later 'Travis Rice Banana Hammock'. | Site slug 'hammock'.",https://snowboarder.com/transworld-snowboarding-archive/snowboarding-photos/what-the-pros-are-rockin-travis-rice | https://www.snowdb.com/catalog/lib-technologies | https://web.archive.org/web/200710/http://www.lib-tech.com/ | https://web.archive.org/web/200812/http://www.lib-tech.com/
lib-tech--box-scratcher,lib-tech,Lib Tech,Box Scratcher,2008,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2008-2012 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200710-200812; may predate first snapshot,freestyle,,,verified,Jib board; 'Burtner's Box Scratcher' variant 2011-2012 (Ryan Burtner). | Site slug 'boxScratcher'.,https://www.snowdb.com/catalog/lib-technologies | https://web.archive.org/web/200710/http://www.lib-tech.com/ | https://web.archive.org/web/200812/http://www.lib-tech.com/
lib-tech--diy,lib-tech,Lib Tech,DIY,2008,earliest_sourced,2008,Confirmed in SnowDB catalog archive for model years 2008-2008 (archive covers 2008-2012 only; run may extend outside that window). | Seen on brand site (Wayback) 200710-200804; may predate first snapshot,unknown,,,verified,Site slug 'diy'.,https://www.snowdb.com/catalog/lib-technologies | https://web.archive.org/web/200710/http://www.lib-tech.com/ | https://web.archive.org/web/200804/http://www.lib-tech.com/
lib-tech--mc-kink,lib-tech,Lib Tech,MC Kink,2008,earliest_sourced,2011,Confirmed in SnowDB catalog archive for model years 2008-2011 (archive covers 2008-2012 only; run may extend outside that window).,freestyle,Matt Cummins,MC,likely,,https://www.snowdb.com/catalog/lib-technologies
lib-tech--skunk-ape,lib-tech,Lib Tech,Skunk Ape,2008,earliest_sourced,2009,"Earliest confirmed appearance 2008 (SnowDB catalog archive covers 2008-2012 only); in current lineup, so last_year null. | Seen on brand site (Wayback) 200710-200812; may predate first snapshot",all-mountain,,,verified,"Wide-rider board; Skunk Ape, Skunk Ape Camber and Skunk Ape Twin in the 2026-27 line. | Site slug 'skunkApe'.",https://www.snowdb.com/catalog/lib-technologies | https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies | https://web.archive.org/web/200710/http://www.lib-tech.com/ | https://web.archive.org/web/200812/http://www.lib-tech.com/
lib-tech--lando,lib-tech,Lib Tech,Lando,2009,earliest_sourced,2009,Seen on brand site (Wayback) 200808-200812; may predate first snapshot,unknown,,,likely,Site slug 'lando'. Mark Landvik ('Lando') model; possibly the same as the Phoenix Mark Landvik row.,https://web.archive.org/web/200808/http://www.lib-tech.com/ | https://web.archive.org/web/200812/http://www.lib-tech.com/
lib-tech--phoenix-mark-landvik,lib-tech,Lib Tech,Phoenix Mark Landvik,2009,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2009-2012 (archive covers 2008-2012 only; run may extend outside that window).,freeride,Mark Landvik,Phoenix,likely,'Lando' Phoenix variant.,https://www.snowdb.com/catalog/lib-technologies
lib-tech--banana-magic,lib-tech,Lib Tech,Banana Magic,2010,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2010-2012 (archive covers 2008-2012 only; run may extend outside that window).,all-mountain,,Banana,likely,,https://www.snowdb.com/catalog/lib-technologies
lib-tech--lib-ripper,lib-tech,Lib Tech,Lib Ripper,2011,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2011-2012 (archive covers 2008-2012 only; run may extend outside that window).,kids,,,likely,,https://www.snowdb.com/catalog/lib-technologies
lib-tech--travis-rice-horsepower,lib-tech,Lib Tech,Travis Rice Horsepower,2011,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2011-2012 (archive covers 2008-2012 only; run may extend outside that window).,freestyle,Travis Rice,T.Rice,likely,,https://www.snowdb.com/catalog/lib-technologies
lib-tech--attack-banana,lib-tech,Lib Tech,Attack Banana,2012,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2012-2012 (archive covers 2008-2012 only; run may extend outside that window).,all-mountain,,Banana,likely,,https://www.snowdb.com/catalog/lib-technologies
lib-tech--birdman,lib-tech,Lib Tech,Birdman,2012,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2012-2012 (archive covers 2008-2012 only; run may extend outside that window).,freeride,,,likely,,https://www.snowdb.com/catalog/lib-technologies
lib-tech--la-nina-mc,lib-tech,Lib Tech,La Nina MC,2012,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2012-2012 (archive covers 2008-2012 only; run may extend outside that window).,freeride,Matt Cummins,MC,likely,,https://www.snowdb.com/catalog/lib-technologies
lib-tech--travis-rice-pro-split,lib-tech,Lib Tech,Travis Rice Pro Split,2012,earliest_sourced,2012,Confirmed in SnowDB catalog archive for model years 2012-2012 (archive covers 2008-2012 only; run may extend outside that window).,splitboard,Travis Rice,T.Rice,likely,,https://www.snowdb.com/catalog/lib-technologies
lib-tech--orca,lib-tech,Lib Tech,Orca,2019,introduced,,Brand dates introduction to 2018 = model year 2019. Orca II listed 2027.,powder,Travis Rice,Orca,verified,"Short, wide directional powder/all-mountain 'predator' introduced for the 2018/19 season (Lib Tech history says 2018). Sold as 'T.Rice Orca' (evo 2026); succeeded by 'T.Rice Orca II' in 2027.",https://www.lib-tech.com/about-lib-tech/history | https://www.evo.com/shop/snowboard/snowboards/lib-technologies | https://www.lib-tech.com/snowboards
lib-tech--apex-orca,lib-tech,Lib Tech,Apex Orca,2023,introduced,,First 2023 per brand history; still in production.,freeride,Travis Rice,Orca,verified,Premium Orca with Techno Pop construction and 'Anti Matter' 3-D tips; Lib Tech history dates 'Apex Golden Orca'/'Apex Orca II' to 2023. Listed as 'Apex Orca II' 2027.,https://www.lib-tech.com/about-lib-tech/history | https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies
lib-tech--way-finder,lib-tech,Lib Tech,Way Finder,2024,introduced,,Way Finder II confirmed 2024; earlier Way Finder years not confirmed.,unknown,Matt Cummins,MC,verified,"Matt Cummins' current pro model (Way Finder II, 2023/24 per Lib Tech history page).",https://www.lib-tech.com/about-lib-tech/history
lib-tech--cold-brew,lib-tech,Lib Tech,Cold Brew,2025,earliest_sourced,,Earliest confirmed 2025 (current lib-tech.com / evo listings); introduction may be earlier. Still in production.,all-mountain,,,verified,,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies
lib-tech--dpr,lib-tech,Lib Tech,dPr,2025,earliest_sourced,,Earliest confirmed 2025 (current lib-tech.com / evo listings); introduction may be earlier. Still in production.,all-mountain,,,verified,,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies | https://thegoodride.com/snowboard-reviews/
lib-tech--dynamo,lib-tech,Lib Tech,Dynamo,2026,earliest_sourced,,Earliest confirmed 2026 (current lib-tech.com / evo listings); introduction may be earlier. Still in production.,all-mountain,,,verified,,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies
lib-tech--ejack-knife,lib-tech,Lib Tech,EJack Knife,2026,earliest_sourced,,Earliest confirmed 2026 (current lib-tech.com / evo listings); introduction may be earlier. Still in production.,all-mountain,Eric Jackson,,verified,,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies
lib-tech--mayhem-rocket,lib-tech,Lib Tech,Mayhem Rocket,2026,earliest_sourced,,Earliest confirmed 2026 (current lib-tech.com / evo listings); introduction may be earlier. Still in production.,powder,,,verified,Lost/Mayhem (Matt Biolos) surf-shape collaboration.,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies
lib-tech--terrain-wrecker,lib-tech,Lib Tech,Terrain Wrecker,2026,earliest_sourced,,Earliest confirmed 2026 (current lib-tech.com / evo listings); introduction may be earlier. Still in production.,all-mountain,,,verified,,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies
lib-tech--banana-blaster,lib-tech,Lib Tech,Banana Blaster,2027,earliest_sourced,,Earliest confirmed 2027 (current lib-tech.com / evo listings); introduction may be earlier. Still in production.,kids,,,verified,,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies
lib-tech--cortado,lib-tech,Lib Tech,Cortado,2027,earliest_sourced,,Earliest confirmed 2027 (current lib-tech.com / evo listings); introduction may be earlier. Still in production.,all-mountain,,,likely,Women's model.,https://www.evo.com/shop/snowboard/snowboards/lib-technologies
lib-tech--dynamiss,lib-tech,Lib Tech,Dynamiss,2027,earliest_sourced,,Earliest confirmed 2027 (current lib-tech.com / evo listings); introduction may be earlier. Still in production.,all-mountain,,,likely,Women's model.,https://www.evo.com/shop/snowboard/snowboards/lib-technologies
lib-tech--escalator-split,lib-tech,Lib Tech,Escalator Split,2027,earliest_sourced,,Earliest confirmed 2027 (current lib-tech.com / evo listings); introduction may be earlier. Still in production.,splitboard,,,likely,,https://www.lib-tech.com/snowboards
lib-tech--glider,lib-tech,Lib Tech,Glider,2027,earliest_sourced,,Earliest confirmed 2027 (current lib-tech.com / evo listings); introduction may be earlier. Still in production.,unknown,,,likely,Women's model.,https://www.evo.com/shop/snowboard/snowboards/lib-technologies
lib-tech--legitimizer,lib-tech,Lib Tech,Legitimizer,2027,earliest_sourced,,Earliest confirmed 2027 (current lib-tech.com / evo listings); introduction may be earlier. Still in production.,freestyle,,,verified,,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies
lib-tech--lib-rig,lib-tech,Lib Tech,Lib Rig,2027,earliest_sourced,,Earliest confirmed 2027 (current lib-tech.com / evo listings); introduction may be earlier. Still in production.,all-mountain,,,verified,,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies
lib-tech--mayhem-ripper,lib-tech,Lib Tech,Mayhem Ripper,2027,earliest_sourced,,Earliest confirmed 2027 (current lib-tech.com / evo listings); introduction may be earlier. Still in production.,other,,,verified,Lost/Mayhem (Matt Biolos) surf-shape collaboration.,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies
lib-tech--mayhem-sweetfish,lib-tech,Lib Tech,Mayhem Sweetfish,2027,earliest_sourced,,Earliest confirmed 2027 (current lib-tech.com / evo listings); introduction may be earlier. Still in production.,powder,,,verified,Lost/Mayhem (Matt Biolos) surf-shape collaboration.,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies
lib-tech--off-ramp,lib-tech,Lib Tech,Off Ramp,2027,earliest_sourced,,Earliest confirmed 2027 (current lib-tech.com / evo listings); introduction may be earlier. Still in production.,kids,,,verified,,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies
lib-tech--orca-ii,lib-tech,Lib Tech,Orca II,2027,earliest_sourced,,Earliest confirmed 2027.,powder,Travis Rice,Orca,verified,Second-generation Orca ('T.Rice Orca II'); Orca II Techno Split also listed for 2026/27.,https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies | https://www.lib-tech.com/about-lib-tech/history
lib-tech--two-time,lib-tech,Lib Tech,Two Time,2027,earliest_sourced,,Earliest confirmed 2027 (current lib-tech.com / evo listings); introduction may be earlier. Still in production.,freestyle,,,likely,Women's model.,https://www.evo.com/shop/snowboard/snowboards/lib-technologies
lib-tech--golden-orca,lib-tech,Lib Tech,Golden Orca,,unknown,,Brand history gives only '2018+'; confirmed in 2026-27 lineup. First year not pinned.,freeride,Travis Rice,Orca,verified,Travis Rice Orca variant; Lib Tech history lists it as '2018+'; in 2026-27 line.,https://www.lib-tech.com/about-lib-tech/history | https://www.lib-tech.com/snowboards | https://www.evo.com/shop/snowboard/snowboards/lib-technologies
lobster--freestyle,lobster,Lobster,Freestyle,2015,introduced,,Single year sourced,freestyle,,,likely,,https://thegoodride.com/snowboard-reviews/lobster-freestyle-snowboard-review-and-buying-advice/
lobster--halldor-pro,lobster,Lobster,Halldor Pro,2019,introduced,2022,,freestyle,Halldor Helgason,,verified,,https://whitelines.com/snowboard-gear/reviews/snowboards/lobster-halldor-pro-2018-2019.html | https://thegoodride.com/snowboard-reviews/lobster-halldor-pro-2020-snowboard-review/
lobster--stomper,lobster,Lobster,Stomper,2020,introduced,2023,,freestyle,,,verified,,https://whitelines.com/snowboard-gear/reviews/snowboards/lobster-stomper-2019-2020.html | https://whitelines.com/brands/lobster
lobster--eiki-pro,lobster,Lobster,Eiki Pro,2021,introduced,2022,Listed as 'Eiki' in 2021/22,freestyle,Eiki Helgason,,verified,,https://whitelines.com/snowboard-gear/reviews/snowboards/lobster-eiki-pro-2020-2021.html | https://whitelines.com/brands/lobster
lobster--cream,lobster,Lobster,Cream,2022,introduced,2023,Creamer in 2022/23,freestyle,,,likely,,https://whitelines.com/brands/lobster
lobster--sender,lobster,Lobster,Sender,2022,introduced,2023,,all-mountain,,,likely,,https://whitelines.com/brands/lobster
lobster--shifter,lobster,Lobster,Shifter,2022,introduced,2023,,freestyle,,,verified,,https://whitelines.com/snowboard-gear/reviews/snowboards/lobster-shifter-2021-2022.html | https://whitelines.com/brands/lobster
look--lamar-freestyle,look,Look,Lamar Freestyle,1988,introduced,1991,,freestyle,Bert Lamar,,verified,Look Bert Lamar Freestyle 170; Michigan museum dates it 1988.,https://www.michigansnowboardmuseum.com/the-neon-era--other-80s-decks.html | https://retrosnow.com/shop/look/88-look/look-lamar-freestyle-170/ | https://archive.org/details/ISM-87-91 | https://archive.org/details/tws-89-93
look--trick-stick,look,Look,Trick Stick,1988,introduced,1991,,freestyle,Bert Lamar,,verified,Bert Lamar 'Trick Stick' (142 cm example dated 1991 at Retro Snow).,https://www.michigansnowboardmuseum.com/the-neon-era--other-80s-decks.html | https://retrosnow.com/shop/look/libtech-91-look/look-trick-stick-142/ | https://archive.org/details/ISM-87-91 | https://archive.org/details/tws-89-93
look--bumpstick,look,Look,Bumpstick,1991,introduced,1991,,all-mountain,,,verified,Bumpstick 155 (ISM 1991); TWS Oct 1990 lists Bumpstick/Micro Bumpstick.,https://archive.org/details/ISM-87-91 | https://archive.org/details/tws-89-93
look--grinder,look,Look,Grinder,1991,introduced,1991,ISM buyer's guide (issue for the following winter season).,all-mountain,,,likely,,https://archive.org/details/ISM-87-91
look--overspeed,look,Look,Overspeed,1991,introduced,1991,,alpine,,,verified,Overspeed 175 asymmetrical race board.,https://archive.org/details/ISM-87-91 | https://archive.org/details/tws-89-93
mistral--swallowtail,mistral,Mistral,Swallowtail,1987,introduced,1987,,swallowtail,,,likely,Michigan museum: Mistral Swallowtail (1987).,https://www.michigansnowboardmuseum.com/the-neon-era--other-80s-decks.html
mistral--aztec,mistral,Mistral,Aztec,1990,introduced,1990,TWS buyer's guide issue dated Oct of the prior calendar year (Oct 1989 issue = model year 1990).,unknown,,,likely,,https://archive.org/details/tws-89-93
mistral--cherokee,mistral,Mistral,Cherokee,1990,introduced,1990,,all-mountain,,,verified,,https://archive.org/details/tws-89-93 | https://archive.org/details/ISM-87-91
mistral--inca,mistral,Mistral,Inca,1990,introduced,1990,TWS buyer's guide issue dated Oct of the prior calendar year (Oct 1989 issue = model year 1990).,unknown,,,likely,,https://archive.org/details/tws-89-93
mistral--yucatan,mistral,Mistral,Yucatan,1990,introduced,1990,TWS buyer's guide issue dated Oct of the prior calendar year (Oct 1989 issue = model year 1990).,unknown,,,likely,,https://archive.org/details/tws-89-93
mistral--ecstasy,mistral,Mistral,Ecstasy,1991,introduced,1993,,alpine,,,verified,Ecstasy 167 race board; Ecstacy XS4 (1993).,https://archive.org/details/ISM-87-91 | https://archive.org/details/tws-89-93
mistral--emotion,mistral,Mistral,Emotion,1991,introduced,1991,ISM buyer's guide (issue for the following winter season).,freestyle,,,likely,,https://archive.org/details/ISM-87-91
mistral--energy,mistral,Mistral,Energy,1991,introduced,1993,,alpine,,,verified,"Energy 170 (1991), Energy 660 (1993).",https://archive.org/details/ISM-87-91 | https://archive.org/details/tws-89-93
mistral--escape,mistral,Mistral,Escape,1991,introduced,1993,,all-mountain,,,verified,"162 Escape (1991), Escape R62 (1992-93).",https://archive.org/details/ISM-87-91 | https://archive.org/details/tws-89-93
mistral--george-pappas-freestyle,mistral,Mistral,George Pappas Freestyle,1991,introduced,1991,Retro Snow collector catalog dates the board by two-digit year category; treated as model year.,freestyle,George Pappas,,likely,,https://retrosnow.com/shop/mistral/91-mistral/mistral-freestyle-george-pappas/
morrow--blaze,morrow,Morrow,Blaze,1990,earliest_sourced,2006,Gap between mid-90s listings not verified; name confirmed at both ends. | Seen on brand site (Wayback) 200304-200603; may predate first snapshot,all-mountain,,,verified,Blaze 165 was Morrow's early all-foam-core board (1990-91); the Blaze name was in use again for the 1999/2000 Snowboard Life Top 25. | Site slug 'Blaze'.,https://www.michigansnowboardmuseum.com/the-neon-era--other-80s-decks.html | https://archive.org/details/ISM-87-91 | https://retrosnow.com/shop/morrow/libtech-91-morrow/morrow-blaze/ | https://archive.org/details/tws-89-93 | https://www.snowboarder.com/news/snowboard-lifes-top-25-board-test-2000 | https://www.snowboarder.com/news/board-test-board-specs | https://web.archive.org/web/200304/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200603/http://www.morrowsnowboards.com/
morrow--all,morrow,Morrow,All,1991,introduced,1991,ISM buyer's guide (issue for the following winter season).,all-mountain,,,likely,All 167.,https://archive.org/details/ISM-87-91
morrow--bolt,morrow,Morrow,Bolt,1991,introduced,1991,ISM buyer's guide (issue for the following winter season).,alpine,,,likely,169 Bolt in the GS/SL Alpine asymmetrical race series.,https://archive.org/details/ISM-87-91
morrow--freestyle,morrow,Morrow,Freestyle,1991,introduced,1991,ISM buyer's guide (issue for the following winter season).,freestyle,,,likely,Freestyle 162/153.,https://archive.org/details/ISM-87-91
morrow--tremor,morrow,Morrow,Tremor,1991,introduced,1991,ISM buyer's guide (issue for the following winter season).,all-mountain,,,likely,Tremor 150.,https://archive.org/details/ISM-87-91
morrow--free-pro,morrow,Morrow,Free Pro,1992,introduced,1994,,freestyle,,,verified,"FP 63 (1992), Freepro 6 (1993), Freepro in rider set-ups (1994); Retro Snow 'Free Pro 60' dated 1993.",https://archive.org/details/tws-89-93 | https://retrosnow.com/shop/morrow/93-morrow/morrow-free-pro-60/
morrow--multi-pro,morrow,Morrow,Multi Pro,1992,introduced,1993,TWS buyer's guide issue dated Oct of the prior calendar year (Oct 1989 issue = model year 1990).,all-mountain,,,likely,"MP 64 (1992), Multipro 6 (1993).",https://archive.org/details/tws-89-93
morrow--spoon,morrow,Morrow,Spoon,1992,earliest_sourced,1998,Retro Snow collector catalog dates the board by two-digit year category; treated as model year. | Seen on brand site (Wayback) 199801-199804; may predate first snapshot,freestyle,,,verified,Spoon 5.6. | Site slug 'spoon'.,https://retrosnow.com/shop/morrow/92-morrow/morrow-spoon-5-6/ | https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/spoon/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/
morrow--axipro,morrow,Morrow,Axipro,1993,introduced,1993,TWS buyer's guide issue dated Oct of the prior calendar year (Oct 1989 issue = model year 1990).,alpine,,,likely,Axipro 6.,https://archive.org/details/tws-89-93
morrow--longboard,morrow,Morrow,Longboard,1994,introduced,1994,TWS buyer's guide issue dated Oct of the prior calendar year (Oct 1989 issue = model year 1990).,freeride,,,likely,Listed in a rider set-up (Oct 1993 guide).,https://archive.org/details/tws-89-93
morrow--todd-richards,morrow,Morrow,Todd Richards,1995,introduced,1995,Retro Snow collector catalog dates the board by two-digit year category; treated as model year.,freestyle,Todd Richards,,likely,Todd Richards 151.,https://retrosnow.com/shop/morrow/95/morrow-todd-richards-151/
morrow--revert,morrow,Morrow,Revert,1997,earliest_sourced,2009,Seen on brand site (Wayback) 200810-200812; may predate first snapshot,freestyle,,Revert,verified,"3D Revert Series, $360 (1997 preview). A 'Morrow Revert $219' also appears in a 1994 TWS price list that seems to be bindings, so not counted. | Site slug 'revert'. Name revived from the 1990s Revert; 1998 site showed 3D Revert / Revert X instead.",https://snowboarder.com/featured/1997-preview-of-womens-snowboard-equipment | https://web.archive.org/web/200810/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/
morrow--3d-revert,morrow,Morrow,3D Revert,1998,earliest_sourced,1998,Seen on brand site (Wayback) 199801-199804; may predate first snapshot,unknown,,Revert,likely,Site slug '3Drevert'.,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/3Drevert/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/
morrow--escape,morrow,Morrow,Escape,1998,earliest_sourced,1998,Seen on brand site (Wayback) 199801-199804; may predate first snapshot,unknown,,,likely,Site slug 'escape'.,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/escape/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/
morrow--goodwill,morrow,Morrow,Goodwill,1998,earliest_sourced,1998,Seen on brand site (Wayback) 199801-199804; may predate first snapshot,unknown,,,likely,Site slug 'goodwill'. Listed in 176 cm.,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/goodwill/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/
morrow--indy,morrow,Morrow,Indy,1998,earliest_sourced,1998,Seen on brand site (Wayback) 199801-199804; may predate first snapshot,unknown,,,likely,Site slug 'indy'.,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/indy/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/
morrow--masters,morrow,Morrow,Masters,1998,earliest_sourced,2000,Seen on brand site (Wayback) 199801-199804; may predate first snapshot | Seen on brand site (Wayback) 200003-200003; may predate first snapshot,unknown,,,verified,Site slug 'masters'. | Site slug 'mast'.,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/masters/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200003/http://www.morrowsnowboards.com/
morrow--plus,morrow,Morrow,Plus,1998,earliest_sourced,1998,Seen on brand site (Wayback) 199801-199804; may predate first snapshot,unknown,,,likely,Site slug 'plus'.,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/plus/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/
morrow--rail,morrow,Morrow,Rail,1998,earliest_sourced,2009,Seen on brand site (Wayback) 199801-200812; may predate first snapshot,unknown,,,likely,Site slug 'rail'. Seen 1998 (/goods/boards/rail/) and again 2008-09; not seen in between.,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/rail/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/
morrow--revert-x,morrow,Morrow,Revert X,1998,earliest_sourced,1998,Seen on brand site (Wayback) 199801-199804; may predate first snapshot,unknown,,Revert,likely,Site slug 'revertx'.,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/revertx/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/
morrow--sky,morrow,Morrow,Sky,1998,earliest_sourced,1998,Seen on brand site (Wayback) 199801-199804; may predate first snapshot,unknown,,,likely,Site slug 'sky'.,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/sky/ | https://web.archive.org/web/199804/http://www.morrowsnowboards.com/
morrow--slick,morrow,Morrow,Slick,1998,earliest_sourced,2009,Seen on brand site (Wayback) 199801-200812; may predate first snapshot,unknown,,,likely,"Site slug 'slick'. Seen 1998 (/goods/boards/slick/) and again 2008-09 (slick, slick_girls); not seen in between.",https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/slick/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/
morrow--tr,morrow,Morrow,TR,1998,earliest_sourced,2000,Seen on brand site (Wayback) 199801-200003; may predate first snapshot,unknown,Todd Richards,,likely,Site slug 'tr'. Todd Richards pro model (TR).,https://web.archive.org/web/199801/http://www.morrowsnowboards.com/goods/boards/tr/ | https://web.archive.org/web/200003/http://www.morrowsnowboards.com/
morrow--wildflower,morrow,Morrow,Wildflower,1999,earliest_sourced,2009,Seen on brand site (Wayback) 200304-200812; may predate first snapshot,freestyle,,,verified,"Wildflower 152, women's. | Site slug 'Wildflower'. Women's board.",https://www.snowboarder.com/news/how-the-1999-womens-boards-stack-up-a-review | https://web.archive.org/web/200304/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/
morrow--dime,morrow,Morrow,Dime,2000,earliest_sourced,2000,Seen on brand site (Wayback) 200002-200002; may predate first snapshot,unknown,,,likely,Site slug 'dime'.,https://web.archive.org/web/200002/http://www.morrowsnowboards.com/
morrow--dimension,morrow,Morrow,Dimension,2000,earliest_sourced,2009,Seen on brand site (Wayback) 200810-200812; may predate first snapshot,all-mountain,,,verified,"Snowboard Life Top 25, 1999/2000. | Site slug 'dimension'.",https://www.snowboarder.com/news/snowboard-lifes-top-25-board-test-2000 | https://www.snowboarder.com/news/board-test-board-specs | https://web.archive.org/web/200810/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/
morrow--lith,morrow,Morrow,Lith,2000,earliest_sourced,2000,Seen on brand site (Wayback) 199911-200003; may predate first snapshot,unknown,,,likely,Site slug 'lith'.,https://web.archive.org/web/199911/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200003/http://www.morrowsnowboards.com/
morrow--rad,morrow,Morrow,Rad,2000,earliest_sourced,2000,Seen on brand site (Wayback) 200003-200003; may predate first snapshot,unknown,,,likely,Site slug 'radwide'. Only the wide version slug 'radwide' seen.,https://web.archive.org/web/200003/http://www.morrowsnowboards.com/
morrow--rocket,morrow,Morrow,Rocket,2000,introduced,2000,,alpine,,,likely,"Freecarve category, 2000 board test specs.",https://www.snowboarder.com/news/board-test-board-specs
morrow--stacey,morrow,Morrow,Stacey,2000,earliest_sourced,2000,Seen on brand site (Wayback) 200003-200003; may predate first snapshot,unknown,,,likely,"Site slug 'stacey'. Rider-first-name slug; may be a pro model, rider not confirmed.",https://web.archive.org/web/200003/http://www.morrowsnowboards.com/
morrow--unit,morrow,Morrow,Unit,2000,earliest_sourced,2000,Seen on brand site (Wayback) 200003-200006; may predate first snapshot,unknown,,,likely,Site slug 'unit'.,https://web.archive.org/web/200003/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200006/http://www.morrowsnowboards.com/
morrow--axiom,morrow,Morrow,Axiom,2003,earliest_sourced,2005,Seen on brand site (Wayback) 200304-200408; may predate first snapshot,unknown,,,likely,Site slug 'axiom'.,https://web.archive.org/web/200304/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200408/http://www.morrowsnowboards.com/
morrow--radium,morrow,Morrow,Radium,2003,earliest_sourced,2009,Seen on brand site (Wayback) 200304-200812; may predate first snapshot,unknown,,,likely,Site slug 'Radium'. radiumWide variant 200304-200310 folded.,https://web.archive.org/web/200304/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/
morrow--trooper,morrow,Morrow,Trooper,2003,earliest_sourced,2009,Seen on brand site (Wayback) 200304-200812; may predate first snapshot,unknown,,,likely,Site slug 'Trooper'.,https://web.archive.org/web/200304/http://www.morrowsnowboards.com/ | https://web.archive.org/web/200812/http://www.morrowsnowboards.com/
