bucket,existing_id,existing_name,existing_year,existing_source,catalog_slug,catalog_series,catalog_year,catalog_venue,catalog_confidence,note,reviewer_decision
CATALOG_ONLY,,,,,fis-snowboard-junior-world-championships--2017,FIS Snowboard Junior World Championships,2017,"Klinovec (CZE), Laax (SUI), Spindleruv Mlyn (CZE)",verified,import,
CATALOG_ONLY,,,,,fis-snowboard-world-championships--2017,FIS Snowboard World Championships,2017,Sierra Nevada,verified,import,
CATALOG_ONLY,,,,,fis-snowboard-world-cup--2017,FIS Snowboard World Cup,2017,,verified,import,
CATALOG_ONLY,,,,,laax-open--2017,LAAX OPEN,2017,LAAX,likely,import,
CATALOG_ONLY,,,,,mt-baker-legendary-banked-slalom--2017,Mt. Baker Legendary Banked Slalom,2017,Mt. Baker Ski Area,likely,import,
CATALOG_ONLY,,,,,neil-edgeworth-memorial-banked-slalom--2017,Neil Edgeworth Memorial Banked Slalom,2017,Big White Ski Resort,verified,import,
CATALOG_ONLY,,,,,ttr-world-snowboard-tour--2017,TTR World Snowboard Tour,2017,,verified,import,
CATALOG_ONLY,,,,,tenjin-banked-slalom--2017,Tenjin Banked Slalom,2017,Tenjindaira,verified,import,
CATALOG_ONLY,,,,,winter-dew-tour--2017,Winter Dew Tour,2017,Breckenridge Ski Resort,verified,import,
CATALOG_ONLY,,,,,winter-games-nz--2017,Winter Games NZ,2017,"Naseby, Queenstown, Wanaka",likely,import,
CATALOG_ONLY,,,,,winter-x-games--2017,Winter X Games (Aspen),2017,Buttermilk Mountain,verified,import,
CATALOG_ONLY,,,,,world-rookie-finals--2017,World Rookie Finals,2017,Kitzsteinhorn,verified,import,
CATALOG_ONLY,,,,,x-games-norway--2017,X Games Norway,2017,Hafjell Alpinsenter,verified,import,
CATALOG_ONLY,,,,,air-and-style--2018,Air + Style,2018,Beijing Olympic Sports Centre,verified,import,
CATALOG_ONLY,,,,,audi-nines--2018,Audi Nines,2018,Soelden / Obergurgl,likely,import,
CATALOG_ONLY,,,,,big-white-para-snowboard-world-cup--2018,Big White Para Snowboard World Cup,2018,Big White Ski Resort,verified,import,
CATALOG_ONLY,,,,,us-open-snowboarding--2018,Burton US Open Snowboarding Championships,2018,Vail Mountain,verified,import,
CATALOG_ONLY,,,,,canada-snowboard-national-championships--2018-a,Canadian National Snowboard Championships,2018,Canada Olympic Park,verified,import,
CATALOG_ONLY,,,,,canada-snowboard-national-championships--2018-b,Canadian National Snowboard Championships,2018,Blue Mountain Resort,verified,import,
CATALOG_ONLY,,,,,canada-snowboard-national-championships--2018-c,Canadian National Snowboard Championships,2018,Big White Ski Resort,verified,import,
CATALOG_ONLY,,,,,canada-snowboard-national-championships--2018-d,Canadian National Snowboard Championships,2018,Big White Ski Resort,verified,import,
CATALOG_ONLY,,,,,dirksen-derby--2018,Dirksen Derby,2018,"Sunrise Lodge, Mt. Bachelor",verified,import,
CATALOG_ONLY,,,,,fis-snowboard-junior-world-championships--2018,FIS Snowboard Junior World Championships,2018,Cardrona,likely,import,
CATALOG_ONLY,,,,,fis-snowboard-world-cup--2018,FIS Snowboard World Cup,2018,,verified,import,
CATALOG_ONLY,,,,,laax-open--2018,LAAX OPEN,2018,LAAX,likely,import,
CATALOG_ONLY,,,,,mt-baker-legendary-banked-slalom--2018,Mt. Baker Legendary Banked Slalom,2018,Mt. Baker Ski Area,verified,import,
CATALOG_ONLY,,,,,snowboard-jamboree--2018,Snowboard Jamboree,2018,Quebec City,verified,import,
CATALOG_ONLY,,,,,olympic-snowboarding--2018,Snowboarding at the Olympic Winter Games,2018,Phoenix Snow Park,verified,import,
CATALOG_ONLY,,,,,winter-dew-tour--2018,Winter Dew Tour,2018,Breckenridge Ski Resort,verified,import,
CATALOG_ONLY,,,,,winter-games-nz--2018,Winter Games NZ,2018,"Naseby, Queenstown, Wanaka",likely,import,
CATALOG_ONLY,,,,,winter-x-games--2018,Winter X Games (Aspen),2018,Buttermilk Mountain,verified,import,
CATALOG_ONLY,,,,,world-ski-snowboard-festival--2018,World Ski & Snowboard Festival,2018,Whistler Blackcomb and Whistler Village,likely,import,
CATALOG_ONLY,,,,,x-games-norway--2018,X Games Norway,2018,"Telenor Arena, Fornebu",likely,import,
CATALOG_ONLY,,,,,air-and-style--2019,Air + Style,2019,Beijing,likely,import,
CATALOG_ONLY,,,,,audi-nines--2019,Audi Nines,2019,Soelden / Obergurgl,likely,import,
CATALOG_ONLY,,,,,big-white-para-snowboard-world-cup--2019,Big White Para Snowboard World Cup,2019,Big White Ski Resort,verified,import,
CATALOG_ONLY,,,,,us-open-snowboarding--2019,Burton US Open Snowboarding Championships,2019,Vail Mountain,verified,import,
CATALOG_ONLY,,,,,canada-snowboard-national-championships--2019-a,Canadian National Snowboard Championships,2019,Canada Olympic Park,verified,import,
CATALOG_ONLY,,,,,canada-snowboard-national-championships--2019-b,Canadian National Snowboard Championships,2019,Blue Mountain Resort,verified,import,
CATALOG_ONLY,,,,,canada-snowboard-national-championships--2019-c,Canadian National Snowboard Championships,2019,Big White Ski Resort,verified,import,
CATALOG_ONLY,,,,,canada-snowboard-national-championships--2019-d,Canadian National Snowboard Championships,2019,Big White Ski Resort,verified,import,
CATALOG_ONLY,,,,,dirksen-derby--2019,Dirksen Derby,2019,Mt. Bachelor,verified,import,
CATALOG_ONLY,,,,,fis-snowboard-junior-world-championships--2019,FIS Snowboard Junior World Championships,2019,"Leysin (SUI), Rogla (SLO), Reiteralm (AUT), Klaeppen (SWE)",likely,import,
CATALOG_ONLY,,,,,fis-snowboard-world-championships--2019,FIS Snowboard World Championships,2019,Park City,verified,import,
CATALOG_ONLY,,,,,fis-snowboard-world-cup--2019,FIS Snowboard World Cup,2019,,verified,import,
CATALOG_ONLY,,,,,laax-open--2019,LAAX OPEN,2019,LAAX,likely,import,
CATALOG_ONLY,,,,,neil-edgeworth-memorial-banked-slalom--2019,Neil Edgeworth Memorial Banked Slalom,2019,Big White Ski Resort,verified,import,
CATALOG_ONLY,,,,,snowboard-jamboree--2019,Snowboard Jamboree,2019,Quebec City,verified,import,
CATALOG_ONLY,,,,,canada-winter-games-snowboarding--2019,Snowboarding at the Canada Winter Games,2019,Canyon Ski Resort and WinSport Canada Olympic Park,likely,import,
CATALOG_ONLY,,,,,winsport-calgary-world-cup--2019,WinSport Canada Olympic Park FIS World Cup (Calgary),2019,Canada Olympic Park,verified,import,
CATALOG_ONLY,,,,,winter-games-nz--2019,Winter Games NZ,2019,"Queenstown, Wanaka",likely,import,
CATALOG_ONLY,,,,,winter-x-games--2019,Winter X Games (Aspen),2019,Buttermilk Mountain,likely,import,
CATALOG_ONLY,,,,,world-ski-snowboard-festival--2019,World Ski & Snowboard Festival,2019,Whistler Blackcomb and Whistler Village,likely,import,
CATALOG_ONLY,,,,,x-games-norway--2019,X Games Norway,2019,"Telenor Arena, Fornebu",likely,import,
CATALOG_ONLY,,,,,blue-mountain-fis-snowboard-world-cup--2020,Blue Mountain FIS Snowboard World Cup,2020,Blue Mountain Resort,verified,import,
CATALOG_ONLY,,,,,us-open-snowboarding--2020,Burton US Open Snowboarding Championships,2020,"Golden Peak, Vail Mountain",verified,import,
CATALOG_ONLY,,,,,dirksen-derby--2020,Dirksen Derby,2020,Virtual (Instagram),verified,import,
CATALOG_ONLY,,,,,fis-snowboard-junior-world-championships--2020,FIS Snowboard Junior World Championships,2020,St. Lary (FRA) and Lachtal (AUT),likely,import,
CATALOG_ONLY,,,,,fis-snowboard-world-cup--2020,FIS Snowboard World Cup,2020,,verified,import,
CATALOG_ONLY,,,,,laax-open--2020,LAAX OPEN,2020,LAAX,likely,import,
CATALOG_ONLY,,,,,mt-baker-legendary-banked-slalom--2020,Mt. Baker Legendary Banked Slalom,2020,Mt. Baker Ski Area,verified,import,
CATALOG_ONLY,,,,,winter-youth-olympic-snowboarding--2020,Snowboarding at the Winter Youth Olympic Games,2020,"Leysin Park & Pipe, Leysin and Villars Winter Park, Villars",verified,import,
CATALOG_ONLY,,,,,winsport-calgary-world-cup--2020,WinSport Canada Olympic Park FIS World Cup (Calgary),2020,Canada Olympic Park,verified,import,
CATALOG_ONLY,,,,,winter-dew-tour--2020,Winter Dew Tour,2020,Copper Mountain Resort,verified,import,
CATALOG_ONLY,,,,,winter-games-nz--2020,Winter Games NZ,2020,"Queenstown, Wanaka",likely,import,
CATALOG_ONLY,,,,,winter-x-games--2020,Winter X Games (Aspen),2020,Buttermilk Mountain,likely,import,
CATALOG_ONLY,,,,,world-ski-snowboard-festival--2020,World Ski & Snowboard Festival,2020,Whistler Blackcomb,likely,import,
CATALOG_ONLY,,,,,x-games-norway--2020,X Games Norway,2020,Hafjell Alpinsenter,verified,import,
CATALOG_ONLY,,,,,us-open-snowboarding--2021,Burton US Open Snowboarding Championships,2021,Vail Mountain,verified,import,
CATALOG_ONLY,,,,,dirksen-derby--2021,Dirksen Derby,2021,"Red Chair, Mt. Bachelor",verified,import,
CATALOG_ONLY,,,,,fis-snowboard-junior-world-championships--2021,FIS Snowboard Junior World Championships,2021,Lachtal (AUT) and Krasnoyarsk (RUS),likely,import,
CATALOG_ONLY,,,,,fis-snowboard-world-championships--2021,FIS Snowboard World Championships,2021,"Idre Fjall (SWE), Rogla (SLO), Aspen, Colorado (USA)",verified,import,
CATALOG_ONLY,,,,,fis-snowboard-world-cup--2021,FIS Snowboard World Cup,2021,,verified,import,
CATALOG_ONLY,,,,,laax-open--2021,LAAX OPEN,2021,LAAX,likely,import,
CATALOG_ONLY,,,,,mt-baker-legendary-banked-slalom--2021,Mt. Baker Legendary Banked Slalom,2021,Mt. Baker Ski Area,verified,import,
CATALOG_ONLY,,,,,us-snowboarding-grand-prix--2021,Toyota U.S. Grand Prix,2021,Copper Mountain Resort,likely,import,
CATALOG_ONLY,,,,,winter-dew-tour--2021,Winter Dew Tour,2021,Copper Mountain Resort,likely,import,
CATALOG_ONLY,,,,,winter-games-nz--2021,Winter Games NZ,2021,,likely,import,
CATALOG_ONLY,,,,,winter-x-games--2021,Winter X Games (Aspen),2021,Buttermilk Mountain,verified,import,
CATALOG_ONLY,,,,,world-ski-snowboard-festival--2021,World Ski & Snowboard Festival,2021,Whistler Blackcomb,likely,import,
CATALOG_ONLY,,,,,dirksen-derby--2022,Dirksen Derby,2022,"Skyliner Chair, Mt. Bachelor",verified,import,
CATALOG_ONLY,,,,,fis-snowboard-junior-world-championships--2022,FIS Snowboard Junior World Championships,2022,"Leysin (SUI), Veysonnaz (SUI), Chiesa in Valmalenco (ITA)",verified,import,
CATALOG_ONLY,,,,,fis-snowboard-world-cup--2022,FIS Snowboard World Cup,2022,,verified,import,
CATALOG_ONLY,,,,,jsba-all-japan-snowboard-championships--2022,JSBA All Japan Snowboard Championships,2022,Sapporo Bankei Ski Area and Nayoro Piyashiri Ski Area,verified,import,
CATALOG_ONLY,,,,,kaunertal-opening--2022,Kaunertal Opening,2022,"Snowpark Kaunertal, Kaunertal Glacier",verified,import,
CATALOG_ONLY,,,,,laax-open--2022,LAAX OPEN,2022,LAAX,likely,import,
CATALOG_ONLY,,,,,mt-baker-legendary-banked-slalom--2022,Mt. Baker Legendary Banked Slalom,2022,Mt. Baker Ski Area,verified,import,
CATALOG_ONLY,,,,,pacwest-banked-slalom--2022,PacWest Banked Slalom,2022,"Summit East, The Summit at Snoqualmie",likely,import,
CATALOG_ONLY,,,,,olympic-snowboarding--2022,Snowboarding at the Olympic Winter Games,2022,"Genting Snow Park, Zhangjiakou / Big Air Shougang, Beijing",verified,import,
CATALOG_ONLY,,,,,winter-games-nz--2022,Winter Games NZ,2022,"Queenstown, Wanaka",likely,import,
CATALOG_ONLY,,,,,winter-x-games--2022,Winter X Games (Aspen),2022,Buttermilk Ski Resort,verified,import,
CATALOG_ONLY,,,,,world-ski-snowboard-festival--2022,World Ski & Snowboard Festival,2022,Whistler Blackcomb and Whistler Village,likely,import,
CATALOG_ONLY,,,,,dirksen-derby--2023,Dirksen Derby,2023,"The Cone / Ed's Garden, Mt. Bachelor",verified,import,
CATALOG_ONLY,,,,,fis-snowboard-junior-world-championships--2023,FIS Snowboard Junior World Championships,2023,"Bansko (BUL), Passo San Pellegrino (ITA), Cardrona (NZL)",likely,import,
CATALOG_ONLY,,,,,fis-snowboard-world-championships--2023,FIS Snowboard World Championships,2023,Bakuriani,verified,import,
CATALOG_ONLY,,,,,fis-snowboard-world-cup--2023,FIS Snowboard World Cup,2023,,verified,import,
CATALOG_ONLY,,,,,jsba-all-japan-snowboard-championships--2023,JSBA All Japan Snowboard Championships,2023,Ishiuchi Maruyama Ski Resort and Tsugaike Kogen Ski Resort,verified,import,
CATALOG_ONLY,,,,,laax-open--2023,LAAX OPEN,2023,LAAX,likely,import,
CATALOG_ONLY,,,,,mt-baker-legendary-banked-slalom--2023,Mt. Baker Legendary Banked Slalom,2023,Mt. Baker Ski Area,verified,import,
CATALOG_ONLY,,,,,x-trail-jam--2023,Nissan X-Trail Jam,2023,Palcall Tsumagoi Ski Resort,verified,import,
CATALOG_ONLY,,,,,canada-winter-games-snowboarding--2023,Snowboarding at the Canada Winter Games,2023,Mark Arendz Provincial Ski Park,likely,import,
CATALOG_ONLY,,,,,the-brits--2023,The BRITS,2023,Cairngorm Mountain,verified,import,
CATALOG_ONLY,,,,,usasa-national-championships--2023,USASA National Championships,2023,Copper Mountain,verified,import,
CATALOG_ONLY,,,,,winter-dew-tour--2023,Winter Dew Tour,2023,Copper Mountain Resort,verified,import,
CATALOG_ONLY,,,,,winter-games-nz--2023,Winter Games NZ,2023,"Cardrona Alpine Resort, Coronet Peak, The Remarkables",verified,import,
CATALOG_ONLY,,,,,winter-x-games--2023,Winter X Games (Aspen),2023,Buttermilk Ski Resort,verified,import,
CATALOG_ONLY,,,,,dirksen-derby--2024,Dirksen Derby,2024,"Lower Flying Dutchman (Old Family Cross), Mt. Bachelor",verified,import,
CATALOG_ONLY,,,,,fis-snowboard-junior-world-championships--2024,FIS Snowboard Junior World Championships,2024,"Lachtal (AUT), Livigno/Mottolino (ITA), Gudauri (GEO)",verified,import,
CATALOG_ONLY,,,,,fis-snowboard-world-cup--2024,FIS Snowboard World Cup,2024,,verified,import,
CATALOG_ONLY,,,,,jsba-all-japan-snowboard-championships--2024,JSBA All Japan Snowboard Championships,2024,,likely,import,
CATALOG_ONLY,,,,,laax-open--2024,LAAX OPEN,2024,LAAX,likely,import,
CATALOG_ONLY,,,,,mt-baker-legendary-banked-slalom--2024,Mt. Baker Legendary Banked Slalom,2024,Mt. Baker Ski Area,verified,import,
CATALOG_ONLY,,,,,neil-edgeworth-memorial-banked-slalom--2024,Neil Edgeworth Memorial Banked Slalom,2024,"TELUS Park, Big White Ski Resort",likely,import,
CATALOG_ONLY,,,,,pacwest-banked-slalom--2024,PacWest Banked Slalom,2024,"Summit East, The Summit at Snoqualmie",likely,import,
CATALOG_ONLY,,,,,snowboard-masters-japan--2024,SNOWBOARD MASTERS,2024,"Yamabiko B Course, Nozawa Onsen Ski Resort",verified,import,
CATALOG_ONLY,,,,,winter-youth-olympic-snowboarding--2024,Snowboarding at the Winter Youth Olympic Games,2024,Welli Hilli Park Ski Resort,verified,import,
CATALOG_ONLY,,,,,winter-dew-tour--2024,Winter Dew Tour,2024,Copper Mountain Resort,likely,import,
CATALOG_ONLY,,,,,winter-games-nz--2024,Winter Games NZ,2024,"Queenstown, Wanaka",likely,import,
CATALOG_ONLY,,,,,winter-x-games--2024,Winter X Games (Aspen),2024,Buttermilk Ski Resort,verified,import,
CATALOG_ONLY,,,,,world-rookie-finals--2024,World Rookie Finals,2024,,likely,import,
CATALOG_ONLY,,,,,world-rookie-tour--2024,World Rookie Tour,2024,Mottolino Snowpark and Snowpark20,verified,import,
CATALOG_ONLY,,,,,bc-snowboard-provincial-series--2025,BC Snowboard Provincial Series,2025,,verified,import,
CATALOG_ONLY,,,,,big-white-para-snowboard-world-cup--2025,Big White Para Snowboard World Cup,2025,"TELUS Park, Big White Ski Resort",verified,import,
CATALOG_ONLY,,,,,dirksen-derby--2025,Dirksen Derby,2025,Mt. Bachelor,likely,import,
CATALOG_ONLY,,,,,fis-snowboard-junior-world-championships--2025,FIS Snowboard Junior World Championships,2025,Zakopane/Suche (POL) and Isola 2000 (FRA),likely,import,
CATALOG_ONLY,,,,,fis-snowboard-world-championships--2025,FIS Snowboard World Championships,2025,Engadin,verified,import,
CATALOG_ONLY,,,,,fis-snowboard-world-cup--2025,FIS Snowboard World Cup,2025,,verified,import,
CATALOG_ONLY,,,,,jsba-all-japan-snowboard-championships--2025,JSBA All Japan Snowboard Championships,2025,Aizu Kogen Takatsue Ski Resort and Takasu Snow Park,verified,import,
CATALOG_ONLY,,,,,laax-open--2025,LAAX OPEN,2025,LAAX,likely,import,
CATALOG_ONLY,,,,,mt-baker-legendary-banked-slalom--2025,Mt. Baker Legendary Banked Slalom,2025,Mt. Baker Ski Area,verified,import,
CATALOG_ONLY,,,,,mt-spokane-banked-slalom--2025,Mt. Spokane Banked Slalom,2025,Mt. Spokane Ski & Snowboard Park,likely,import,
CATALOG_ONLY,,,,,neil-edgeworth-memorial-banked-slalom--2025,Neil Edgeworth Memorial Banked Slalom,2025,Big White Ski Resort,verified,import,
CATALOG_ONLY,,,,,niseko-moiwa-banked-slalom--2025,Niseko Moiwa Banked Slalom,2025,Niseko Moiwa Ski Resort,verified,import,
CATALOG_ONLY,,,,,rattlesnake-banked-slalom--2025,Rattlesnake Banked Slalom,2025,Buck Hill,likely,import,
CATALOG_ONLY,,,,,spring-battle--2025,Spring Battle,2025,Absolut Park,verified,import,
CATALOG_ONLY,,,,,usasa-national-championships--2025,USASA National Championships,2025,Copper Mountain,verified,import,
CATALOG_ONLY,,,,,winter-x-games--2025,Winter X Games (Aspen),2025,Buttermilk Ski Resort,verified,import,
CATALOG_ONLY,,,,,world-rookie-finals--2025,World Rookie Finals,2025,Kitzsteinhorn,likely,import,
CATALOG_ONLY,,,,,world-ski-snowboard-festival--2025,World Ski & Snowboard Festival,2025,Whistler Blackcomb and Whistler Village,likely,import,
CATALOG_ONLY,,,,,zillertal-valley-ralley--2025,Zillertal Vaelley Raelley,2025,"Zillertal, Tirol",verified,import,
CATALOG_ONLY,,,,,a-robs-smash-life-banked-slalom--2026,A-Rob's Smash Life Banked Slalom,2026,Lost Trail Powder Mountain,likely,import,
CATALOG_ONLY,,,,,baldy-banked-slalom--2026,Baldy Banked Slalom,2026,Sun Valley Resort,likely,import,
CATALOG_ONLY,,,,,bomber-banked-slalom--2026,Bomber Banked Slalom,2026,Mission Ridge Ski and Board Resort,likely,import,
CATALOG_ONLY,,,,,bucket-banked-slalom--2026,Bucket Banked Slalom,2026,Winter Park Resort,likely,import,
CATALOG_ONLY,,,,,canada-snowboard-junior-nationals--2026,Canada Snowboard Junior National Championships,2026,Alpine Ski Club and Horseshoe Valley Resort,verified,import,
CATALOG_ONLY,,,,,canada-snowboard-national-championships--2026-a,Canadian National Snowboard Championships,2026,WinSport Canada Olympic Park,verified,import,
CATALOG_ONLY,,,,,canada-snowboard-national-championships--2026-b,Canadian National Snowboard Championships,2026,Mont Sainte-Anne,verified,import,
CATALOG_ONLY,,,,,canada-snowboard-national-championships--2026-c,Canadian National Snowboard Championships,2026,Val Saint-Come,verified,import,
CATALOG_ONLY,,,,,fis-snowboard-junior-world-championships--2026,FIS Snowboard Junior World Championships,2026,"Calgary (CAN), St. Moritz (SUI), Folgaria (ITA)",verified,import,
CATALOG_ONLY,,,,,fis-snowboard-world-cup--2026,FIS Snowboard World Cup,2026,,verified,import,
CATALOG_ONLY,,,,,focus-banked-slalom--2026,Focus Banked Slalom,2026,Tyrol Basin,likely,import,
CATALOG_ONLY,,,,,halo-halo-timberline--2026,Halo-Halo,2026,Timberline Lodge and Ski Area,likely,import,
CATALOG_ONLY,,,,,jla-mammoth-banked-slalom--2026,JLA Mammoth Banked Slalom,2026,Mammoth Mountain,likely,import,
CATALOG_ONLY,,,,,jsba-all-japan-snowboard-technical-championships--2026,JSBA All Japan Snowboard Technical Championships,2026,Snow Park Oze Iwakura,verified,import,
CATALOG_ONLY,,,,,laax-open--2026,LAAX OPEN,2026,LAAX,likely,import,
CATALOG_ONLY,,,,,mt-baker-legendary-banked-slalom--2026,Mt. Baker Legendary Banked Slalom,2026,Mt. Baker Ski Area,verified,import,
CATALOG_ONLY,,,,,nate-chute-banked-slalom--2026,Nate Chute Banked Slalom,2026,Whitefish Mountain Resort,likely,import,
CATALOG_ONLY,,,,,neil-edgeworth-memorial-banked-slalom--2026,Neil Edgeworth Memorial Banked Slalom,2026,Big White Ski Resort,verified,import,
CATALOG_ONLY,,,,,north-alps-banked-slalom--2026,North Alps Banked Slalom,2026,"Tsugaike Mountain Resort, Hannoki Special Course",verified,import,
CATALOG_ONLY,,,,,pacwest-banked-slalom--2026,PacWest Banked Slalom,2026,"Summit East, The Summit at Snoqualmie",verified,import,
CATALOG_ONLY,,,,,sidesurfers-banked-slalom--2026,Sidesurfers Banked Slalom,2026,Sugarbush Resort,likely,import,
CATALOG_ONLY,,,,,olympic-snowboarding--2026,Snowboarding at the Olympic Winter Games,2026,"Mottolino Montagna del Divertimento / Carosello 3000, Livigno",verified,import,
CATALOG_ONLY,,,,,sugarloaf-banked-slalom--2026,Sugarloaf Banked Slalom,2026,Sugarloaf,likely,import,
CATALOG_ONLY,,,,,bomb-hole-cup--2026,The Bomb Hole Cup,2026,Brighton Resort,likely,import,
CATALOG_ONLY,,,,,usasa-national-championships--2026,USASA National Championships,2026,Copper Mountain,likely,import,
CATALOG_ONLY,,,,,winter-x-games--2026,Winter X Games (Aspen),2026,Buttermilk Ski Resort,likely,import,
CATALOG_ONLY,,,,,world-ski-snowboard-festival--2026,World Ski & Snowboard Festival,2026,Whistler Blackcomb and Whistler Village,verified,import,
CATALOG_ONLY,,,,,mt-baker-legendary-banked-slalom--2027,Mt. Baker Legendary Banked Slalom,2027,Mt. Baker Ski Area,verified,import,
